,centro,id,fecha,consumo,reactiva,co2,potenciamax,potenciaact,tarifa,coste
1916,AP ARQ. LOPEZ OTERO,78922,2018-03-21 21:00,5,0,0,5,5,3.1A,503.03
1917,AP ARQ. LOPEZ OTERO,78922,2018-03-21 22:00,5,0,0,5,5,3.1A,503.03
1918,AP ARQ. LOPEZ OTERO,78922,2018-03-21 23:00,5,0,0,5,5,3.1A,503.03
1919,AP ARQ. LOPEZ OTERO,78922,2018-03-22 00:00,4,0,0,4,4,3.1A,503.03
1920,AP ARQ. LOPEZ OTERO,78922,2018-03-22 01:00,8,0,0,8,8,3.1A,503.03
1921,AP ARQ. LOPEZ OTERO,78922,2018-03-22 02:00,8,0,0,8,8,3.1A,503.03
1922,AP ARQ. LOPEZ OTERO,78922,2018-03-22 03:00,8,0,0,8,8,3.1A,503.03
1923,AP ARQ. LOPEZ OTERO,78922,2018-03-22 04:00,8,0,0,8,8,3.1A,503.03
1924,AP ARQ. LOPEZ OTERO,78922,2018-03-22 05:00,8,0,0,8,8,3.1A,503.03
1925,AP ARQ. LOPEZ OTERO,78922,2018-03-22 06:00,8,0,0,8,8,3.1A,503.03
1926,AP ARQ. LOPEZ OTERO,78922,2018-03-22 07:00,8,0,0,8,8,3.1A,503.03
1927,AP ARQ. LOPEZ OTERO,78922,2018-03-22 08:00,8,0,0,8,8,3.1A,503.03
1928,AP ARQ. LOPEZ OTERO,78922,2018-03-22 09:00,3,0,0,3,3,3.1A,503.03
1929,AP ARQ. LOPEZ OTERO,78922,2018-03-22 10:00,3,0,0,3,3,3.1A,503.03
1930,AP ARQ. LOPEZ OTERO,78922,2018-03-22 11:00,3,0,0,3,3,3.1A,503.03
1931,AP ARQ. LOPEZ OTERO,78922,2018-03-22 12:00,3,0,0,3,3,3.1A,503.03
1932,AP ARQ. LOPEZ OTERO,78922,2018-03-22 13:00,3,0,0,3,3,3.1A,503.03
1933,AP ARQ. LOPEZ OTERO,78922,2018-03-22 14:00,3,0,0,3,3,3.1A,503.03
1934,AP ARQ. LOPEZ OTERO,78922,2018-03-22 15:00,3,0,0,3,3,3.1A,503.03
1935,AP ARQ. LOPEZ OTERO,78922,2018-03-22 16:00,4,0,0,4,4,3.1A,503.03
1936,AP ARQ. LOPEZ OTERO,78922,2018-03-22 17:00,3,0,0,3,3,3.1A,503.03
1937,AP ARQ. LOPEZ OTERO,78922,2018-03-22 18:00,5,0,0,5,5,3.1A,503.03
1938,AP ARQ. LOPEZ OTERO,78922,2018-03-22 19:00,5,0,0,5,5,3.1A,503.03
1939,AP ARQ. LOPEZ OTERO,78922,2018-03-22 20:00,5,0,0,5,5,3.1A,503.03
1940,AP ARQ. LOPEZ OTERO,78922,2018-03-22 21:00,5,0,0,5,5,3.1A,503.03
1941,AP ARQ. LOPEZ OTERO,78922,2018-03-22 22:00,5,0,0,5,5,3.1A,503.03
1942,AP ARQ. LOPEZ OTERO,78922,2018-03-22 23:00,5,0,0,5,5,3.1A,503.03
1943,AP ARQ. LOPEZ OTERO,78922,2018-03-23 00:00,3,0,0,3,3,3.1A,503.03
1944,AP ARQ. LOPEZ OTERO,78922,2018-03-23 01:00,8,0,0,8,8,3.1A,503.03
1945,AP ARQ. LOPEZ OTERO,78922,2018-03-23 02:00,8,0,0,8,8,3.1A,503.03
1946,AP ARQ. LOPEZ OTERO,78922,2018-03-23 03:00,8,0,0,8,8,3.1A,503.03
1947,AP ARQ. LOPEZ OTERO,78922,2018-03-23 04:00,8,0,0,8,8,3.1A,503.03
1948,AP ARQ. LOPEZ OTERO,78922,2018-03-23 05:00,8,0,0,8,8,3.1A,503.03
1949,AP ARQ. LOPEZ OTERO,78922,2018-03-23 06:00,8,0,0,8,8,3.1A,503.03
1950,AP ARQ. LOPEZ OTERO,78922,2018-03-23 07:00,8,0,0,8,8,3.1A,503.03
1951,AP ARQ. LOPEZ OTERO,78922,2018-03-23 08:00,8,0,0,8,8,3.1A,503.03
1952,AP ARQ. LOPEZ OTERO,78922,2018-03-23 09:00,3,0,0,3,3,3.1A,503.03
1953,AP ARQ. LOPEZ OTERO,78922,2018-03-23 10:00,3,0,0,3,3,3.1A,503.03
1954,AP ARQ. LOPEZ OTERO,78922,2018-03-23 11:00,3,0,0,3,3,3.1A,503.03
1955,AP ARQ. LOPEZ OTERO,78922,2018-03-23 12:00,3,0,0,3,3,3.1A,503.03
1956,AP ARQ. LOPEZ OTERO,78922,2018-03-23 13:00,3,0,0,3,3,3.1A,503.03
1957,AP ARQ. LOPEZ OTERO,78922,2018-03-23 14:00,4,0,0,4,4,3.1A,503.03
1958,AP ARQ. LOPEZ OTERO,78922,2018-03-23 15:00,4,0,0,4,4,3.1A,503.03
1959,AP ARQ. LOPEZ OTERO,78922,2018-03-23 16:00,4,0,0,4,4,3.1A,503.03
1960,AP ARQ. LOPEZ OTERO,78922,2018-03-23 17:00,4,0,0,4,4,3.1A,503.03
1961,AP ARQ. LOPEZ OTERO,78922,2018-03-23 18:00,5,0,0,5,5,3.1A,503.03
1962,AP ARQ. LOPEZ OTERO,78922,2018-03-23 19:00,5,0,0,5,5,3.1A,503.03
1963,AP ARQ. LOPEZ OTERO,78922,2018-03-23 20:00,5,0,0,5,5,3.1A,503.03
1964,AP ARQ. LOPEZ OTERO,78922,2018-03-23 21:00,5,0,0,5,5,3.1A,503.03
1965,AP ARQ. LOPEZ OTERO,78922,2018-03-23 22:00,5,0,0,5,5,3.1A,503.03
1966,AP ARQ. LOPEZ OTERO,78922,2018-03-23 23:00,5,0,0,5,5,3.1A,503.03
1967,AP ARQ. LOPEZ OTERO,78922,2018-03-24 00:00,3,0,0,3,3,3.1A,503.03
1968,AP ARQ. LOPEZ OTERO,78922,2018-03-24 01:00,8,0,0,8,8,3.1A,503.03
1969,AP ARQ. LOPEZ OTERO,78922,2018-03-24 02:00,8,0,0,8,8,3.1A,503.03
1970,AP ARQ. LOPEZ OTERO,78922,2018-03-24 03:00,8,0,0,8,8,3.1A,503.03
1971,AP ARQ. LOPEZ OTERO,78922,2018-03-24 04:00,8,0,0,8,8,3.1A,503.03
1972,AP ARQ. LOPEZ OTERO,78922,2018-03-24 05:00,8,0,0,8,8,3.1A,503.03
1973,AP ARQ. LOPEZ OTERO,78922,2018-03-24 06:00,8,0,0,8,8,3.1A,503.03
1974,AP ARQ. LOPEZ OTERO,78922,2018-03-24 07:00,8,0,0,8,8,3.1A,503.03
1975,AP ARQ. LOPEZ OTERO,78922,2018-03-24 08:00,8,0,0,8,8,3.1A,503.03
1976,AP ARQ. LOPEZ OTERO,78922,2018-03-24 09:00,8,0,0,8,8,3.1A,503.03
1977,AP ARQ. LOPEZ OTERO,78922,2018-03-24 10:00,8,0,0,8,8,3.1A,503.03
1978,AP ARQ. LOPEZ OTERO,78922,2018-03-24 11:00,8,0,0,8,8,3.1A,503.03
1979,AP ARQ. LOPEZ OTERO,78922,2018-03-24 12:00,8,0,0,8,8,3.1A,503.03
1980,AP ARQ. LOPEZ OTERO,78922,2018-03-24 13:00,8,0,0,8,8,3.1A,503.03
1981,AP ARQ. LOPEZ OTERO,78922,2018-03-24 14:00,8,0,0,8,8,3.1A,503.03
1982,AP ARQ. LOPEZ OTERO,78922,2018-03-24 15:00,8,0,0,8,8,3.1A,503.03
1983,AP ARQ. LOPEZ OTERO,78922,2018-03-24 16:00,8,0,0,8,8,3.1A,503.03
1984,AP ARQ. LOPEZ OTERO,78922,2018-03-24 17:00,8,0,0,8,8,3.1A,503.03
1985,AP ARQ. LOPEZ OTERO,78922,2018-03-24 18:00,8,0,0,8,8,3.1A,503.03
1986,AP ARQ. LOPEZ OTERO,78922,2018-03-24 19:00,3,0,0,3,3,3.1A,503.03
1987,AP ARQ. LOPEZ OTERO,78922,2018-03-24 20:00,4,0,0,4,4,3.1A,503.03
1988,AP ARQ. LOPEZ OTERO,78922,2018-03-24 21:00,4,0,0,4,4,3.1A,503.03
1989,AP ARQ. LOPEZ OTERO,78922,2018-03-24 22:00,3,0,0,3,3,3.1A,503.03
1990,AP ARQ. LOPEZ OTERO,78922,2018-03-24 23:00,3,0,0,3,3,3.1A,503.03
1991,AP ARQ. LOPEZ OTERO,78922,2018-03-25 00:00,3,0,0,3,3,3.1A,503.03
1992,AP ARQ. LOPEZ OTERO,78922,2018-03-25 01:00,8,0,0,8,8,3.1A,503.03
1993,AP ARQ. LOPEZ OTERO,78922,2018-03-25 02:00,12,0,0,16,16,3.1A,503.03
1994,AP ARQ. LOPEZ OTERO,78922,2018-03-25 03:00,4,0,0,16,16,3.1A,503.03
1995,AP ARQ. LOPEZ OTERO,78922,2018-03-25 04:00,8,0,0,8,8,3.1A,503.03
1996,AP ARQ. LOPEZ OTERO,78922,2018-03-25 05:00,8,0,0,8,8,3.1A,503.03
1997,AP ARQ. LOPEZ OTERO,78922,2018-03-25 06:00,8,0,0,8,8,3.1A,503.03
1998,AP ARQ. LOPEZ OTERO,78922,2018-03-25 07:00,8,0,0,8,8,3.1A,503.03
1999,AP ARQ. LOPEZ OTERO,78922,2018-03-25 08:00,8,0,0,8,8,3.1A,503.03
2000,AP ARQ. LOPEZ OTERO,78922,2018-03-25 09:00,8,0,0,8,8,3.1A,503.03
2001,AP ARQ. LOPEZ OTERO,78922,2018-03-25 10:00,8,0,0,8,8,3.1A,503.03
2002,AP ARQ. LOPEZ OTERO,78922,2018-03-25 11:00,8,0,0,8,8,3.1A,503.03
2003,AP ARQ. LOPEZ OTERO,78922,2018-03-25 12:00,8,0,0,8,8,3.1A,503.03
2004,AP ARQ. LOPEZ OTERO,78922,2018-03-25 13:00,8,0,0,8,8,3.1A,503.03
2005,AP ARQ. LOPEZ OTERO,78922,2018-03-25 14:00,8,0,0,8,8,3.1A,503.03
2006,AP ARQ. LOPEZ OTERO,78922,2018-03-25 15:00,8,0,0,8,8,3.1A,503.03
2007,AP ARQ. LOPEZ OTERO,78922,2018-03-25 16:00,8,0,0,8,8,3.1A,503.03
2008,AP ARQ. LOPEZ OTERO,78922,2018-03-25 17:00,8,0,0,8,8,3.1A,503.03
2009,AP ARQ. LOPEZ OTERO,78922,2018-03-25 18:00,8,0,0,8,8,3.1A,503.03
2010,AP ARQ. LOPEZ OTERO,78922,2018-03-25 19:00,3,0,0,3,3,3.1A,503.03
2011,AP ARQ. LOPEZ OTERO,78922,2018-03-25 20:00,4,0,0,4,4,3.1A,503.03
2012,AP ARQ. LOPEZ OTERO,78922,2018-03-25 21:00,3,0,0,3,3,3.1A,503.03
2013,AP ARQ. LOPEZ OTERO,78922,2018-03-25 22:00,3,0,0,3,3,3.1A,503.03
2014,AP ARQ. LOPEZ OTERO,78922,2018-03-25 23:00,3,0,0,3,3,3.1A,503.03
2015,AP ARQ. LOPEZ OTERO,78922,2018-03-26 00:00,3,0,0,3,3,3.1A,503.03
2016,AP ARQ. LOPEZ OTERO,78922,2018-03-26 01:00,7,0,0,7,7,3.1A,503.03
2017,AP ARQ. LOPEZ OTERO,78922,2018-03-26 02:00,8,0,0,8,8,3.1A,503.03
2018,AP ARQ. LOPEZ OTERO,78922,2018-03-26 03:00,8,0,0,8,8,3.1A,503.03
2019,AP ARQ. LOPEZ OTERO,78922,2018-03-26 04:00,8,0,0,8,8,3.1A,503.03
2020,AP ARQ. LOPEZ OTERO,78922,2018-03-26 05:00,8,0,0,8,8,3.1A,503.03
2021,AP ARQ. LOPEZ OTERO,78922,2018-03-26 06:00,8,0,0,8,8,3.1A,503.03
2022,AP ARQ. LOPEZ OTERO,78922,2018-03-26 07:00,8,0,0,8,8,3.1A,503.03
2023,AP ARQ. LOPEZ OTERO,78922,2018-03-26 08:00,8,0,0,8,8,3.1A,503.03
2024,AP ARQ. LOPEZ OTERO,78922,2018-03-26 09:00,3,0,0,3,3,3.1A,503.03
2025,AP ARQ. LOPEZ OTERO,78922,2018-03-26 10:00,3,0,0,3,3,3.1A,503.03
2026,AP ARQ. LOPEZ OTERO,78922,2018-03-26 11:00,5,0,0,5,5,3.1A,503.03
2027,AP ARQ. LOPEZ OTERO,78922,2018-03-26 12:00,5,0,0,5,5,3.1A,503.03
2028,AP ARQ. LOPEZ OTERO,78922,2018-03-26 13:00,5,0,0,5,5,3.1A,503.03
2029,AP ARQ. LOPEZ OTERO,78922,2018-03-26 14:00,5,0,0,5,5,3.1A,503.03
2030,AP ARQ. LOPEZ OTERO,78922,2018-03-26 15:00,5,0,0,5,5,3.1A,503.03
2031,AP ARQ. LOPEZ OTERO,78922,2018-03-26 16:00,5,0,0,5,5,3.1A,503.03
2032,AP ARQ. LOPEZ OTERO,78922,2018-03-26 17:00,3,0,0,3,3,3.1A,503.03
2033,AP ARQ. LOPEZ OTERO,78922,2018-03-26 18:00,3,0,0,3,3,3.1A,503.03
2034,AP ARQ. LOPEZ OTERO,78922,2018-03-26 19:00,3,0,0,3,3,3.1A,503.03
2035,AP ARQ. LOPEZ OTERO,78922,2018-03-26 20:00,3,0,0,3,3,3.1A,503.03
2036,AP ARQ. LOPEZ OTERO,78922,2018-03-26 21:00,3,0,0,3,3,3.1A,503.03
2037,AP ARQ. LOPEZ OTERO,78922,2018-03-26 22:00,4,0,0,4,4,3.1A,503.03
2038,AP ARQ. LOPEZ OTERO,78922,2018-03-26 23:00,3,0,0,3,3,3.1A,503.03
2039,AP ARQ. LOPEZ OTERO,78922,2018-03-27 00:00,3,0,0,3,3,3.1A,503.03
2040,AP ARQ. LOPEZ OTERO,78922,2018-03-27 01:00,8,0,0,8,8,3.1A,503.03
2041,AP ARQ. LOPEZ OTERO,78922,2018-03-27 02:00,8,0,0,8,8,3.1A,503.03
2042,AP ARQ. LOPEZ OTERO,78922,2018-03-27 03:00,8,0,0,8,8,3.1A,503.03
2043,AP ARQ. LOPEZ OTERO,78922,2018-03-27 04:00,8,0,0,8,8,3.1A,503.03
2044,AP ARQ. LOPEZ OTERO,78922,2018-03-27 05:00,8,0,0,8,8,3.1A,503.03
2045,AP ARQ. LOPEZ OTERO,78922,2018-03-27 06:00,8,0,0,8,8,3.1A,503.03
2046,AP ARQ. LOPEZ OTERO,78922,2018-03-27 07:00,8,0,0,8,8,3.1A,503.03
2047,AP ARQ. LOPEZ OTERO,78922,2018-03-27 08:00,8,0,0,8,8,3.1A,503.03
2048,AP ARQ. LOPEZ OTERO,78922,2018-03-27 09:00,3,0,0,3,3,3.1A,503.03
2049,AP ARQ. LOPEZ OTERO,78922,2018-03-27 10:00,3,0,0,3,3,3.1A,503.03
2050,AP ARQ. LOPEZ OTERO,78922,2018-03-27 11:00,5,0,0,5,5,3.1A,503.03
2051,AP ARQ. LOPEZ OTERO,78922,2018-03-27 12:00,5,0,0,5,5,3.1A,503.03
2052,AP ARQ. LOPEZ OTERO,78922,2018-03-27 13:00,5,0,0,5,5,3.1A,503.03
2053,AP ARQ. LOPEZ OTERO,78922,2018-03-27 14:00,5,0,0,5,5,3.1A,503.03
2054,AP ARQ. LOPEZ OTERO,78922,2018-03-27 15:00,5,0,0,5,5,3.1A,503.03
2055,AP ARQ. LOPEZ OTERO,78922,2018-03-27 16:00,5,0,0,5,5,3.1A,503.03
2056,AP ARQ. LOPEZ OTERO,78922,2018-03-27 17:00,3,0,0,3,3,3.1A,503.03
2057,AP ARQ. LOPEZ OTERO,78922,2018-03-27 18:00,3,0,0,3,3,3.1A,503.03
2058,AP ARQ. LOPEZ OTERO,78922,2018-03-27 19:00,4,0,0,4,4,3.1A,503.03
2059,AP ARQ. LOPEZ OTERO,78922,2018-03-27 20:00,4,0,0,4,4,3.1A,503.03
2060,AP ARQ. LOPEZ OTERO,78922,2018-03-27 21:00,4,0,0,4,4,3.1A,503.03
2061,AP ARQ. LOPEZ OTERO,78922,2018-03-27 22:00,4,0,0,4,4,3.1A,503.03
2062,AP ARQ. LOPEZ OTERO,78922,2018-03-27 23:00,3,0,0,3,3,3.1A,503.03
2063,AP ARQ. LOPEZ OTERO,78922,2018-03-28 00:00,4,0,0,4,4,3.1A,503.03
2064,AP ARQ. LOPEZ OTERO,78922,2018-03-28 01:00,8,0,0,8,8,3.1A,503.03
2065,AP ARQ. LOPEZ OTERO,78922,2018-03-28 02:00,8,0,0,8,8,3.1A,503.03
2066,AP ARQ. LOPEZ OTERO,78922,2018-03-28 03:00,8,0,0,8,8,3.1A,503.03
2067,AP ARQ. LOPEZ OTERO,78922,2018-03-28 04:00,8,0,0,8,8,3.1A,503.03
2068,AP ARQ. LOPEZ OTERO,78922,2018-03-28 05:00,8,0,0,8,8,3.1A,503.03
2069,AP ARQ. LOPEZ OTERO,78922,2018-03-28 06:00,8,0,0,8,8,3.1A,503.03
2070,AP ARQ. LOPEZ OTERO,78922,2018-03-28 07:00,8,0,0,8,8,3.1A,503.03
2071,AP ARQ. LOPEZ OTERO,78922,2018-03-28 08:00,8,0,0,8,8,3.1A,503.03
2072,AP ARQ. LOPEZ OTERO,78922,2018-03-28 09:00,3,0,0,3,3,3.1A,503.03
2073,AP ARQ. LOPEZ OTERO,78922,2018-03-28 10:00,3,0,0,3,3,3.1A,503.03
2074,AP ARQ. LOPEZ OTERO,78922,2018-03-28 11:00,5,0,0,5,5,3.1A,503.03
2075,AP ARQ. LOPEZ OTERO,78922,2018-03-28 12:00,5,0,0,5,5,3.1A,503.03
2076,AP ARQ. LOPEZ OTERO,78922,2018-03-28 13:00,5,0,0,5,5,3.1A,503.03
2077,AP ARQ. LOPEZ OTERO,78922,2018-03-28 14:00,5,0,0,5,5,3.1A,503.03
2078,AP ARQ. LOPEZ OTERO,78922,2018-03-28 15:00,5,0,0,5,5,3.1A,503.03
2079,AP ARQ. LOPEZ OTERO,78922,2018-03-28 16:00,5,0,0,5,5,3.1A,503.03
2080,AP ARQ. LOPEZ OTERO,78922,2018-03-28 17:00,4,0,0,4,4,3.1A,503.03
2081,AP ARQ. LOPEZ OTERO,78922,2018-03-28 18:00,4,0,0,4,4,3.1A,503.03
2082,AP ARQ. LOPEZ OTERO,78922,2018-03-28 19:00,4,0,0,4,4,3.1A,503.03
2083,AP ARQ. LOPEZ OTERO,78922,2018-03-28 20:00,4,0,0,4,4,3.1A,503.03
2084,AP ARQ. LOPEZ OTERO,78922,2018-03-28 21:00,4,0,0,4,4,3.1A,503.03
2085,AP ARQ. LOPEZ OTERO,78922,2018-03-28 22:00,3,0,0,3,3,3.1A,503.03
2086,AP ARQ. LOPEZ OTERO,78922,2018-03-28 23:00,3,0,0,3,3,3.1A,503.03
2087,AP ARQ. LOPEZ OTERO,78922,2018-03-29 00:00,4,0,0,4,4,3.1A,503.03
2088,AP ARQ. LOPEZ OTERO,78922,2018-03-29 01:00,8,0,0,8,8,3.1A,503.03
2089,AP ARQ. LOPEZ OTERO,78922,2018-03-29 02:00,8,0,0,8,8,3.1A,503.03
2090,AP ARQ. LOPEZ OTERO,78922,2018-03-29 03:00,8,0,0,8,8,3.1A,503.03
2091,AP ARQ. LOPEZ OTERO,78922,2018-03-29 04:00,8,0,0,8,8,3.1A,503.03
2092,AP ARQ. LOPEZ OTERO,78922,2018-03-29 05:00,8,0,0,8,8,3.1A,503.03
2093,AP ARQ. LOPEZ OTERO,78922,2018-03-29 06:00,8,0,0,8,8,3.1A,503.03
2094,AP ARQ. LOPEZ OTERO,78922,2018-03-29 07:00,8,0,0,8,8,3.1A,503.03
2095,AP ARQ. LOPEZ OTERO,78922,2018-03-29 08:00,8,0,0,8,8,3.1A,503.03
2096,AP ARQ. LOPEZ OTERO,78922,2018-03-29 09:00,3,0,0,3,3,3.1A,503.03
2097,AP ARQ. LOPEZ OTERO,78922,2018-03-29 10:00,3,0,0,3,3,3.1A,503.03
2098,AP ARQ. LOPEZ OTERO,78922,2018-03-29 11:00,5,0,0,5,5,3.1A,503.03
2099,AP ARQ. LOPEZ OTERO,78922,2018-03-29 12:00,5,0,0,5,5,3.1A,503.03
2100,AP ARQ. LOPEZ OTERO,78922,2018-03-29 13:00,5,0,0,5,5,3.1A,503.03
2101,AP ARQ. LOPEZ OTERO,78922,2018-03-29 14:00,5,0,0,5,5,3.1A,503.03
2102,AP ARQ. LOPEZ OTERO,78922,2018-03-29 15:00,5,0,0,5,5,3.1A,503.03
2103,AP ARQ. LOPEZ OTERO,78922,2018-03-29 16:00,5,0,0,5,5,3.1A,503.03
2104,AP ARQ. LOPEZ OTERO,78922,2018-03-29 17:00,3,0,0,3,3,3.1A,503.03
2105,AP ARQ. LOPEZ OTERO,78922,2018-03-29 18:00,3,0,0,3,3,3.1A,503.03
2106,AP ARQ. LOPEZ OTERO,78922,2018-03-29 19:00,4,0,0,4,4,3.1A,503.03
2107,AP ARQ. LOPEZ OTERO,78922,2018-03-29 20:00,4,0,0,4,4,3.1A,503.03
2108,AP ARQ. LOPEZ OTERO,78922,2018-03-29 21:00,4,0,0,4,4,3.1A,503.03
2109,AP ARQ. LOPEZ OTERO,78922,2018-03-29 22:00,4,0,0,4,4,3.1A,503.03
2110,AP ARQ. LOPEZ OTERO,78922,2018-03-29 23:00,3,0,0,3,3,3.1A,503.03
2111,AP ARQ. LOPEZ OTERO,78922,2018-03-30 00:00,4,0,0,4,4,3.1A,503.03
2112,AP ARQ. LOPEZ OTERO,78922,2018-03-30 01:00,8,0,0,8,8,3.1A,503.03
2113,AP ARQ. LOPEZ OTERO,78922,2018-03-30 02:00,8,0,0,8,8,3.1A,503.03
2114,AP ARQ. LOPEZ OTERO,78922,2018-03-30 03:00,8,0,0,8,8,3.1A,503.03
2115,AP ARQ. LOPEZ OTERO,78922,2018-03-30 04:00,8,0,0,8,8,3.1A,503.03
2116,AP ARQ. LOPEZ OTERO,78922,2018-03-30 05:00,8,0,0,8,8,3.1A,503.03
2117,AP ARQ. LOPEZ OTERO,78922,2018-03-30 06:00,8,0,0,8,8,3.1A,503.03
2118,AP ARQ. LOPEZ OTERO,78922,2018-03-30 07:00,8,0,0,8,8,3.1A,503.03
2119,AP ARQ. LOPEZ OTERO,78922,2018-03-30 08:00,8,0,0,8,8,3.1A,503.03
2120,AP ARQ. LOPEZ OTERO,78922,2018-03-30 09:00,3,0,0,3,3,3.1A,503.03
2121,AP ARQ. LOPEZ OTERO,78922,2018-03-30 10:00,3,0,0,3,3,3.1A,503.03
2122,AP ARQ. LOPEZ OTERO,78922,2018-03-30 11:00,5,0,0,5,5,3.1A,503.03
2123,AP ARQ. LOPEZ OTERO,78922,2018-03-30 12:00,5,0,0,5,5,3.1A,503.03
2124,AP ARQ. LOPEZ OTERO,78922,2018-03-30 13:00,5,0,0,5,5,3.1A,503.03
2125,AP ARQ. LOPEZ OTERO,78922,2018-03-30 14:00,5,0,0,5,5,3.1A,503.03
2126,AP ARQ. LOPEZ OTERO,78922,2018-03-30 15:00,5,0,0,5,5,3.1A,503.03
2127,AP ARQ. LOPEZ OTERO,78922,2018-03-30 16:00,5,0,0,5,5,3.1A,503.03
2128,AP ARQ. LOPEZ OTERO,78922,2018-03-30 17:00,3,0,0,3,3,3.1A,503.03
2129,AP ARQ. LOPEZ OTERO,78922,2018-03-30 18:00,3,0,0,3,3,3.1A,503.03
2130,AP ARQ. LOPEZ OTERO,78922,2018-03-30 19:00,4,0,0,4,4,3.1A,503.03
2131,AP ARQ. LOPEZ OTERO,78922,2018-03-30 20:00,4,0,0,4,4,3.1A,503.03
2132,AP ARQ. LOPEZ OTERO,78922,2018-03-30 21:00,4,0,0,4,4,3.1A,503.03
2133,AP ARQ. LOPEZ OTERO,78922,2018-03-30 22:00,4,0,0,4,4,3.1A,503.03
2134,AP ARQ. LOPEZ OTERO,78922,2018-03-30 23:00,3,0,0,3,3,3.1A,503.03
2135,AP ARQ. LOPEZ OTERO,78922,2018-03-31 00:00,4,0,0,4,4,3.1A,503.03
2136,AP ARQ. LOPEZ OTERO,78922,2018-03-31 01:00,8,0,0,8,8,3.1A,503.03
2137,AP ARQ. LOPEZ OTERO,78922,2018-03-31 02:00,8,0,0,8,8,3.1A,503.03
2138,AP ARQ. LOPEZ OTERO,78922,2018-03-31 03:00,8,0,0,8,8,3.1A,503.03
2139,AP ARQ. LOPEZ OTERO,78922,2018-03-31 04:00,8,0,0,8,8,3.1A,503.03
2140,AP ARQ. LOPEZ OTERO,78922,2018-03-31 05:00,8,0,0,8,8,3.1A,503.03
2141,AP ARQ. LOPEZ OTERO,78922,2018-03-31 06:00,8,0,0,8,8,3.1A,503.03
2142,AP ARQ. LOPEZ OTERO,78922,2018-03-31 07:00,8,0,0,8,8,3.1A,503.03
2143,AP ARQ. LOPEZ OTERO,78922,2018-03-31 08:00,8,0,0,8,8,3.1A,503.03
2144,AP ARQ. LOPEZ OTERO,78922,2018-03-31 09:00,8,0,0,8,8,3.1A,503.03
2145,AP ARQ. LOPEZ OTERO,78922,2018-03-31 10:00,8,0,0,8,8,3.1A,503.03
2146,AP ARQ. LOPEZ OTERO,78922,2018-03-31 11:00,8,0,0,8,8,3.1A,503.03
2147,AP ARQ. LOPEZ OTERO,78922,2018-03-31 12:00,8,0,0,8,8,3.1A,503.03
2148,AP ARQ. LOPEZ OTERO,78922,2018-03-31 13:00,8,0,0,8,8,3.1A,503.03
2149,AP ARQ. LOPEZ OTERO,78922,2018-03-31 14:00,8,0,0,8,8,3.1A,503.03
2150,AP ARQ. LOPEZ OTERO,78922,2018-03-31 15:00,8,0,0,8,8,3.1A,503.03
2151,AP ARQ. LOPEZ OTERO,78922,2018-03-31 16:00,8,0,0,8,8,3.1A,503.03
2152,AP ARQ. LOPEZ OTERO,78922,2018-03-31 17:00,8,0,0,8,8,3.1A,503.03
2153,AP ARQ. LOPEZ OTERO,78922,2018-03-31 18:00,8,0,0,8,8,3.1A,503.03
2154,AP ARQ. LOPEZ OTERO,78922,2018-03-31 19:00,3,0,0,3,3,3.1A,503.03
2155,AP ARQ. LOPEZ OTERO,78922,2018-03-31 20:00,4,0,0,4,4,3.1A,503.03
2156,AP ARQ. LOPEZ OTERO,78922,2018-03-31 21:00,4,0,0,4,4,3.1A,503.03
2157,AP ARQ. LOPEZ OTERO,78922,2018-03-31 22:00,3,0,0,3,3,3.1A,503.03
2158,AP ARQ. LOPEZ OTERO,78922,2018-03-31 23:00,3,0,0,3,3,3.1A,503.03
2159,AP ARQ. LOPEZ OTERO,78922,2018-04-01 00:00,3,0,0,3,3,3.1A,464.63
2160,AP ARQ. LOPEZ OTERO,78922,2018-04-01 01:00,7,0,0,7,7,3.1A,464.63
2161,AP ARQ. LOPEZ OTERO,78922,2018-04-01 02:00,7,0,0,7,7,3.1A,464.63
2162,AP ARQ. LOPEZ OTERO,78922,2018-04-01 03:00,7,0,0,7,7,3.1A,464.63
2163,AP ARQ. LOPEZ OTERO,78922,2018-04-01 04:00,7,0,0,7,7,3.1A,464.63
2164,AP ARQ. LOPEZ OTERO,78922,2018-04-01 05:00,7,0,0,7,7,3.1A,464.63
2165,AP ARQ. LOPEZ OTERO,78922,2018-04-01 06:00,7,0,0,7,7,3.1A,464.63
2166,AP ARQ. LOPEZ OTERO,78922,2018-04-01 07:00,7,0,0,7,7,3.1A,464.63
2167,AP ARQ. LOPEZ OTERO,78922,2018-04-01 08:00,7,0,0,7,7,3.1A,464.63
2168,AP ARQ. LOPEZ OTERO,78922,2018-04-01 09:00,7,0,0,7,7,3.1A,464.63
2169,AP ARQ. LOPEZ OTERO,78922,2018-04-01 10:00,7,0,0,7,7,3.1A,464.63
2170,AP ARQ. LOPEZ OTERO,78922,2018-04-01 11:00,7,0,0,7,7,3.1A,464.63
2171,AP ARQ. LOPEZ OTERO,78922,2018-04-01 12:00,7,0,0,7,7,3.1A,464.63
2172,AP ARQ. LOPEZ OTERO,78922,2018-04-01 13:00,7,0,0,7,7,3.1A,464.63
2173,AP ARQ. LOPEZ OTERO,78922,2018-04-01 14:00,7,0,0,7,7,3.1A,464.63
