,centro,id,fecha,consumo,reactiva,co2,potenciamax,potenciaact,tarifa,coste
9657,AP ARQ. LOPEZ OTERO,78922,2019-02-07 10:00,3,0,0,3,3,3.1A,644.42
9658,AP ARQ. LOPEZ OTERO,78922,2019-02-07 11:00,3,0,0,3,3,3.1A,644.42
9659,AP ARQ. LOPEZ OTERO,78922,2019-02-07 12:00,4,0,0,4,4,3.1A,644.42
9660,AP ARQ. LOPEZ OTERO,78922,2019-02-07 13:00,4,0,0,4,4,3.1A,644.42
9661,AP ARQ. LOPEZ OTERO,78922,2019-02-07 14:00,4,0,0,4,4,3.1A,644.42
9662,AP ARQ. LOPEZ OTERO,78922,2019-02-07 15:00,4,0,0,4,4,3.1A,644.42
9663,AP ARQ. LOPEZ OTERO,78922,2019-02-07 16:00,4,0,0,4,4,3.1A,644.42
9664,AP ARQ. LOPEZ OTERO,78922,2019-02-07 17:00,4,0,0,4,4,3.1A,644.42
9665,AP ARQ. LOPEZ OTERO,78922,2019-02-07 18:00,9,0,0,9,9,3.1A,644.42
9666,AP ARQ. LOPEZ OTERO,78922,2019-02-07 19:00,9,0,0,9,9,3.1A,644.42
9667,AP ARQ. LOPEZ OTERO,78922,2019-02-07 20:00,9,0,0,9,9,3.1A,644.42
9668,AP ARQ. LOPEZ OTERO,78922,2019-02-07 21:00,9,0,0,9,9,3.1A,644.42
9669,AP ARQ. LOPEZ OTERO,78922,2019-02-07 22:00,9,0,0,9,9,3.1A,644.42
9670,AP ARQ. LOPEZ OTERO,78922,2019-02-07 23:00,9,0,0,9,9,3.1A,644.42
9671,AP ARQ. LOPEZ OTERO,78922,2019-02-08 00:00,4,0,0,4,4,3.1A,644.42
9672,AP ARQ. LOPEZ OTERO,78922,2019-02-08 01:00,9,0,0,9,9,3.1A,644.42
9673,AP ARQ. LOPEZ OTERO,78922,2019-02-08 02:00,9,0,0,9,9,3.1A,644.42
9674,AP ARQ. LOPEZ OTERO,78922,2019-02-08 03:00,9,0,0,9,9,3.1A,644.42
9675,AP ARQ. LOPEZ OTERO,78922,2019-02-08 04:00,10,0,0,10,10,3.1A,644.42
9676,AP ARQ. LOPEZ OTERO,78922,2019-02-08 05:00,10,0,0,10,10,3.1A,644.42
9677,AP ARQ. LOPEZ OTERO,78922,2019-02-08 06:00,10,0,0,10,10,3.1A,644.42
9678,AP ARQ. LOPEZ OTERO,78922,2019-02-08 07:00,10,0,0,10,10,3.1A,644.42
9679,AP ARQ. LOPEZ OTERO,78922,2019-02-08 08:00,10,0,0,10,10,3.1A,644.42
9680,AP ARQ. LOPEZ OTERO,78922,2019-02-08 09:00,4,0,0,4,4,3.1A,644.42
9681,AP ARQ. LOPEZ OTERO,78922,2019-02-08 10:00,4,0,0,4,4,3.1A,644.42
9682,AP ARQ. LOPEZ OTERO,78922,2019-02-08 11:00,4,0,0,4,4,3.1A,644.42
9683,AP ARQ. LOPEZ OTERO,78922,2019-02-08 12:00,4,0,0,4,4,3.1A,644.42
9684,AP ARQ. LOPEZ OTERO,78922,2019-02-08 13:00,4,0,0,4,4,3.1A,644.42
9685,AP ARQ. LOPEZ OTERO,78922,2019-02-08 14:00,4,0,0,4,4,3.1A,644.42
9686,AP ARQ. LOPEZ OTERO,78922,2019-02-08 15:00,4,0,0,4,4,3.1A,644.42
9687,AP ARQ. LOPEZ OTERO,78922,2019-02-08 16:00,4,0,0,4,4,3.1A,644.42
9688,AP ARQ. LOPEZ OTERO,78922,2019-02-08 17:00,4,0,0,4,4,3.1A,644.42
9689,AP ARQ. LOPEZ OTERO,78922,2019-02-08 18:00,9,0,0,9,9,3.1A,644.42
9690,AP ARQ. LOPEZ OTERO,78922,2019-02-08 19:00,9,0,0,9,9,3.1A,644.42
9691,AP ARQ. LOPEZ OTERO,78922,2019-02-08 20:00,9,0,0,9,9,3.1A,644.42
9692,AP ARQ. LOPEZ OTERO,78922,2019-02-08 21:00,9,0,0,9,9,3.1A,644.42
9693,AP ARQ. LOPEZ OTERO,78922,2019-02-08 22:00,9,0,0,9,9,3.1A,644.42
9694,AP ARQ. LOPEZ OTERO,78922,2019-02-08 23:00,9,0,0,9,9,3.1A,644.42
9695,AP ARQ. LOPEZ OTERO,78922,2019-02-09 00:00,4,0,0,4,4,3.1A,644.42
9696,AP ARQ. LOPEZ OTERO,78922,2019-02-09 01:00,9,0,0,9,9,3.1A,644.42
9697,AP ARQ. LOPEZ OTERO,78922,2019-02-09 02:00,9,0,0,9,9,3.1A,644.42
9698,AP ARQ. LOPEZ OTERO,78922,2019-02-09 03:00,9,0,0,9,9,3.1A,644.42
9699,AP ARQ. LOPEZ OTERO,78922,2019-02-09 04:00,10,0,0,10,10,3.1A,644.42
9700,AP ARQ. LOPEZ OTERO,78922,2019-02-09 05:00,10,0,0,10,10,3.1A,644.42
9701,AP ARQ. LOPEZ OTERO,78922,2019-02-09 06:00,10,0,0,10,10,3.1A,644.42
9702,AP ARQ. LOPEZ OTERO,78922,2019-02-09 07:00,10,0,0,10,10,3.1A,644.42
9703,AP ARQ. LOPEZ OTERO,78922,2019-02-09 08:00,10,0,0,10,10,3.1A,644.42
9704,AP ARQ. LOPEZ OTERO,78922,2019-02-09 09:00,9,0,0,9,9,3.1A,644.42
9705,AP ARQ. LOPEZ OTERO,78922,2019-02-09 10:00,10,0,0,10,10,3.1A,644.42
9706,AP ARQ. LOPEZ OTERO,78922,2019-02-09 11:00,9,0,0,9,9,3.1A,644.42
9707,AP ARQ. LOPEZ OTERO,78922,2019-02-09 12:00,9,0,0,9,9,3.1A,644.42
9708,AP ARQ. LOPEZ OTERO,78922,2019-02-09 13:00,9,0,0,9,9,3.1A,644.42
9709,AP ARQ. LOPEZ OTERO,78922,2019-02-09 14:00,10,0,0,10,10,3.1A,644.42
9710,AP ARQ. LOPEZ OTERO,78922,2019-02-09 15:00,10,0,0,10,10,3.1A,644.42
9711,AP ARQ. LOPEZ OTERO,78922,2019-02-09 16:00,10,0,0,10,10,3.1A,644.42
9712,AP ARQ. LOPEZ OTERO,78922,2019-02-09 17:00,10,0,0,10,10,3.1A,644.42
9713,AP ARQ. LOPEZ OTERO,78922,2019-02-09 18:00,9,0,0,9,9,3.1A,644.42
9714,AP ARQ. LOPEZ OTERO,78922,2019-02-09 19:00,4,0,0,4,4,3.1A,644.42
9715,AP ARQ. LOPEZ OTERO,78922,2019-02-09 20:00,4,0,0,4,4,3.1A,644.42
9716,AP ARQ. LOPEZ OTERO,78922,2019-02-09 21:00,4,0,0,4,4,3.1A,644.42
9717,AP ARQ. LOPEZ OTERO,78922,2019-02-09 22:00,4,0,0,4,4,3.1A,644.42
9718,AP ARQ. LOPEZ OTERO,78922,2019-02-09 23:00,4,0,0,4,4,3.1A,644.42
9719,AP ARQ. LOPEZ OTERO,78922,2019-02-10 00:00,4,0,0,4,4,3.1A,644.42
9720,AP ARQ. LOPEZ OTERO,78922,2019-02-10 01:00,10,0,0,10,10,3.1A,644.42
9721,AP ARQ. LOPEZ OTERO,78922,2019-02-10 02:00,10,0,0,10,10,3.1A,644.42
9722,AP ARQ. LOPEZ OTERO,78922,2019-02-10 03:00,10,0,0,10,10,3.1A,644.42
9723,AP ARQ. LOPEZ OTERO,78922,2019-02-10 04:00,10,0,0,10,10,3.1A,644.42
9724,AP ARQ. LOPEZ OTERO,78922,2019-02-10 05:00,10,0,0,10,10,3.1A,644.42
9725,AP ARQ. LOPEZ OTERO,78922,2019-02-10 06:00,10,0,0,10,10,3.1A,644.42
9726,AP ARQ. LOPEZ OTERO,78922,2019-02-10 07:00,10,0,0,10,10,3.1A,644.42
9727,AP ARQ. LOPEZ OTERO,78922,2019-02-10 08:00,9,0,0,9,9,3.1A,644.42
9728,AP ARQ. LOPEZ OTERO,78922,2019-02-10 09:00,10,0,0,10,10,3.1A,644.42
9729,AP ARQ. LOPEZ OTERO,78922,2019-02-10 10:00,9,0,0,9,9,3.1A,644.42
9730,AP ARQ. LOPEZ OTERO,78922,2019-02-10 11:00,10,0,0,10,10,3.1A,644.42
9731,AP ARQ. LOPEZ OTERO,78922,2019-02-10 12:00,10,0,0,10,10,3.1A,644.42
9732,AP ARQ. LOPEZ OTERO,78922,2019-02-10 13:00,10,0,0,10,10,3.1A,644.42
9733,AP ARQ. LOPEZ OTERO,78922,2019-02-10 14:00,10,0,0,10,10,3.1A,644.42
9734,AP ARQ. LOPEZ OTERO,78922,2019-02-10 15:00,10,0,0,10,10,3.1A,644.42
9735,AP ARQ. LOPEZ OTERO,78922,2019-02-10 16:00,9,0,0,9,9,3.1A,644.42
9736,AP ARQ. LOPEZ OTERO,78922,2019-02-10 17:00,9,0,0,9,9,3.1A,644.42
9737,AP ARQ. LOPEZ OTERO,78922,2019-02-10 18:00,9,0,0,9,9,3.1A,644.42
9738,AP ARQ. LOPEZ OTERO,78922,2019-02-10 19:00,4,0,0,4,4,3.1A,644.42
9739,AP ARQ. LOPEZ OTERO,78922,2019-02-10 20:00,4,0,0,4,4,3.1A,644.42
9740,AP ARQ. LOPEZ OTERO,78922,2019-02-10 21:00,4,0,0,4,4,3.1A,644.42
9741,AP ARQ. LOPEZ OTERO,78922,2019-02-10 22:00,4,0,0,4,4,3.1A,644.42
9742,AP ARQ. LOPEZ OTERO,78922,2019-02-10 23:00,4,0,0,4,4,3.1A,644.42
9743,AP ARQ. LOPEZ OTERO,78922,2019-02-11 00:00,4,0,0,4,4,3.1A,644.42
9744,AP ARQ. LOPEZ OTERO,78922,2019-02-11 01:00,8,0,0,8,8,3.1A,644.42
9745,AP ARQ. LOPEZ OTERO,78922,2019-02-11 02:00,9,0,0,9,9,3.1A,644.42
9746,AP ARQ. LOPEZ OTERO,78922,2019-02-11 03:00,9,0,0,9,9,3.1A,644.42
9747,AP ARQ. LOPEZ OTERO,78922,2019-02-11 04:00,10,0,0,10,10,3.1A,644.42
9748,AP ARQ. LOPEZ OTERO,78922,2019-02-11 05:00,9,0,0,9,9,3.1A,644.42
9749,AP ARQ. LOPEZ OTERO,78922,2019-02-11 06:00,9,0,0,9,9,3.1A,644.42
9750,AP ARQ. LOPEZ OTERO,78922,2019-02-11 07:00,9,0,0,9,9,3.1A,644.42
9751,AP ARQ. LOPEZ OTERO,78922,2019-02-11 08:00,9,0,0,9,9,3.1A,644.42
9752,AP ARQ. LOPEZ OTERO,78922,2019-02-11 09:00,4,0,0,4,4,3.1A,644.42
9753,AP ARQ. LOPEZ OTERO,78922,2019-02-11 10:00,4,0,0,4,4,3.1A,644.42
9754,AP ARQ. LOPEZ OTERO,78922,2019-02-11 11:00,4,0,0,4,4,3.1A,644.42
9755,AP ARQ. LOPEZ OTERO,78922,2019-02-11 12:00,4,0,0,4,4,3.1A,644.42
9756,AP ARQ. LOPEZ OTERO,78922,2019-02-11 13:00,4,0,0,4,4,3.1A,644.42
9757,AP ARQ. LOPEZ OTERO,78922,2019-02-11 14:00,4,0,0,4,4,3.1A,644.42
9758,AP ARQ. LOPEZ OTERO,78922,2019-02-11 15:00,4,0,0,4,4,3.1A,644.42
9759,AP ARQ. LOPEZ OTERO,78922,2019-02-11 16:00,3,0,0,3,3,3.1A,644.42
9760,AP ARQ. LOPEZ OTERO,78922,2019-02-11 17:00,3,0,0,3,3,3.1A,644.42
9761,AP ARQ. LOPEZ OTERO,78922,2019-02-11 18:00,8,0,0,8,8,3.1A,644.42
9762,AP ARQ. LOPEZ OTERO,78922,2019-02-11 19:00,8,0,0,8,8,3.1A,644.42
9763,AP ARQ. LOPEZ OTERO,78922,2019-02-11 20:00,9,0,0,9,9,3.1A,644.42
9764,AP ARQ. LOPEZ OTERO,78922,2019-02-11 21:00,9,0,0,9,9,3.1A,644.42
9765,AP ARQ. LOPEZ OTERO,78922,2019-02-11 22:00,9,0,0,9,9,3.1A,644.42
9766,AP ARQ. LOPEZ OTERO,78922,2019-02-11 23:00,9,0,0,9,9,3.1A,644.42
9767,AP ARQ. LOPEZ OTERO,78922,2019-02-12 00:00,4,0,0,4,4,3.1A,644.42
9768,AP ARQ. LOPEZ OTERO,78922,2019-02-12 01:00,10,0,0,10,10,3.1A,644.42
9769,AP ARQ. LOPEZ OTERO,78922,2019-02-12 02:00,10,0,0,10,10,3.1A,644.42
9770,AP ARQ. LOPEZ OTERO,78922,2019-02-12 03:00,10,0,0,10,10,3.1A,644.42
9771,AP ARQ. LOPEZ OTERO,78922,2019-02-12 04:00,10,0,0,10,10,3.1A,644.42
9772,AP ARQ. LOPEZ OTERO,78922,2019-02-12 05:00,10,0,0,10,10,3.1A,644.42
9773,AP ARQ. LOPEZ OTERO,78922,2019-02-12 06:00,10,0,0,10,10,3.1A,644.42
9774,AP ARQ. LOPEZ OTERO,78922,2019-02-12 07:00,9,0,0,9,9,3.1A,644.42
9775,AP ARQ. LOPEZ OTERO,78922,2019-02-12 08:00,9,0,0,9,9,3.1A,644.42
9776,AP ARQ. LOPEZ OTERO,78922,2019-02-12 09:00,4,0,0,4,4,3.1A,644.42
9777,AP ARQ. LOPEZ OTERO,78922,2019-02-12 10:00,4,0,0,4,4,3.1A,644.42
9778,AP ARQ. LOPEZ OTERO,78922,2019-02-12 11:00,4,0,0,4,4,3.1A,644.42
9779,AP ARQ. LOPEZ OTERO,78922,2019-02-12 12:00,4,0,0,4,4,3.1A,644.42
9780,AP ARQ. LOPEZ OTERO,78922,2019-02-12 13:00,4,0,0,4,4,3.1A,644.42
9781,AP ARQ. LOPEZ OTERO,78922,2019-02-12 14:00,4,0,0,4,4,3.1A,644.42
9782,AP ARQ. LOPEZ OTERO,78922,2019-02-12 15:00,4,0,0,4,4,3.1A,644.42
9783,AP ARQ. LOPEZ OTERO,78922,2019-02-12 16:00,4,0,0,4,4,3.1A,644.42
9784,AP ARQ. LOPEZ OTERO,78922,2019-02-12 17:00,4,0,0,4,4,3.1A,644.42
9785,AP ARQ. LOPEZ OTERO,78922,2019-02-12 18:00,9,0,0,9,9,3.1A,644.42
9786,AP ARQ. LOPEZ OTERO,78922,2019-02-12 19:00,9,0,0,9,9,3.1A,644.42
9787,AP ARQ. LOPEZ OTERO,78922,2019-02-12 20:00,9,0,0,9,9,3.1A,644.42
9788,AP ARQ. LOPEZ OTERO,78922,2019-02-12 21:00,9,0,0,9,9,3.1A,644.42
9789,AP ARQ. LOPEZ OTERO,78922,2019-02-12 22:00,9,0,0,9,9,3.1A,644.42
9790,AP ARQ. LOPEZ OTERO,78922,2019-02-12 23:00,9,0,0,9,9,3.1A,644.42
9791,AP ARQ. LOPEZ OTERO,78922,2019-02-13 00:00,4,0,0,4,4,3.1A,644.42
9792,AP ARQ. LOPEZ OTERO,78922,2019-02-13 01:00,10,0,0,10,10,3.1A,644.42
9793,AP ARQ. LOPEZ OTERO,78922,2019-02-13 02:00,10,0,0,10,10,3.1A,644.42
9794,AP ARQ. LOPEZ OTERO,78922,2019-02-13 03:00,10,0,0,10,10,3.1A,644.42
9795,AP ARQ. LOPEZ OTERO,78922,2019-02-13 04:00,10,0,0,10,10,3.1A,644.42
9796,AP ARQ. LOPEZ OTERO,78922,2019-02-13 05:00,10,0,0,10,10,3.1A,644.42
9797,AP ARQ. LOPEZ OTERO,78922,2019-02-13 06:00,9,0,0,9,9,3.1A,644.42
9798,AP ARQ. LOPEZ OTERO,78922,2019-02-13 07:00,9,0,0,9,9,3.1A,644.42
9799,AP ARQ. LOPEZ OTERO,78922,2019-02-13 08:00,9,0,0,9,9,3.1A,644.42
9800,AP ARQ. LOPEZ OTERO,78922,2019-02-13 09:00,4,0,0,4,4,3.1A,644.42
9801,AP ARQ. LOPEZ OTERO,78922,2019-02-13 10:00,4,0,0,4,4,3.1A,644.42
9802,AP ARQ. LOPEZ OTERO,78922,2019-02-13 11:00,4,0,0,4,4,3.1A,644.42
9803,AP ARQ. LOPEZ OTERO,78922,2019-02-13 12:00,4,0,0,4,4,3.1A,644.42
9804,AP ARQ. LOPEZ OTERO,78922,2019-02-13 13:00,4,0,0,4,4,3.1A,644.42
9805,AP ARQ. LOPEZ OTERO,78922,2019-02-13 14:00,4,0,0,4,4,3.1A,644.42
9806,AP ARQ. LOPEZ OTERO,78922,2019-02-13 15:00,4,0,0,4,4,3.1A,644.42
9807,AP ARQ. LOPEZ OTERO,78922,2019-02-13 16:00,4,0,0,4,4,3.1A,644.42
9808,AP ARQ. LOPEZ OTERO,78922,2019-02-13 17:00,4,0,0,4,4,3.1A,644.42
9809,AP ARQ. LOPEZ OTERO,78922,2019-02-13 18:00,9,0,0,9,9,3.1A,644.42
9810,AP ARQ. LOPEZ OTERO,78922,2019-02-13 19:00,9,0,0,9,9,3.1A,644.42
9811,AP ARQ. LOPEZ OTERO,78922,2019-02-13 20:00,10,0,0,10,10,3.1A,644.42
9812,AP ARQ. LOPEZ OTERO,78922,2019-02-13 21:00,9,0,0,9,9,3.1A,644.42
9813,AP ARQ. LOPEZ OTERO,78922,2019-02-13 22:00,9,0,0,9,9,3.1A,644.42
9814,AP ARQ. LOPEZ OTERO,78922,2019-02-13 23:00,9,0,0,9,9,3.1A,644.42
9815,AP ARQ. LOPEZ OTERO,78922,2019-02-14 00:00,4,0,0,4,4,3.1A,644.42
9816,AP ARQ. LOPEZ OTERO,78922,2019-02-14 01:00,9,0,0,9,9,3.1A,644.42
9817,AP ARQ. LOPEZ OTERO,78922,2019-02-14 02:00,9,0,0,9,9,3.1A,644.42
9818,AP ARQ. LOPEZ OTERO,78922,2019-02-14 03:00,10,0,0,10,10,3.1A,644.42
9819,AP ARQ. LOPEZ OTERO,78922,2019-02-14 04:00,10,0,0,10,10,3.1A,644.42
9820,AP ARQ. LOPEZ OTERO,78922,2019-02-14 05:00,10,0,0,10,10,3.1A,644.42
9821,AP ARQ. LOPEZ OTERO,78922,2019-02-14 06:00,10,0,0,10,10,3.1A,644.42
9822,AP ARQ. LOPEZ OTERO,78922,2019-02-14 07:00,9,0,0,9,9,3.1A,644.42
9823,AP ARQ. LOPEZ OTERO,78922,2019-02-14 08:00,9,0,0,9,9,3.1A,644.42
9824,AP ARQ. LOPEZ OTERO,78922,2019-02-14 09:00,4,0,0,4,4,3.1A,644.42
9825,AP ARQ. LOPEZ OTERO,78922,2019-02-14 10:00,4,0,0,4,4,3.1A,644.42
9826,AP ARQ. LOPEZ OTERO,78922,2019-02-14 11:00,4,0,0,4,4,3.1A,644.42
9827,AP ARQ. LOPEZ OTERO,78922,2019-02-14 12:00,4,0,0,4,4,3.1A,644.42
9828,AP ARQ. LOPEZ OTERO,78922,2019-02-14 13:00,4,0,0,4,4,3.1A,644.42
9829,AP ARQ. LOPEZ OTERO,78922,2019-02-14 14:00,4,0,0,4,4,3.1A,644.42
9830,AP ARQ. LOPEZ OTERO,78922,2019-02-14 15:00,4,0,0,4,4,3.1A,644.42
9831,AP ARQ. LOPEZ OTERO,78922,2019-02-14 16:00,4,0,0,4,4,3.1A,644.42
9832,AP ARQ. LOPEZ OTERO,78922,2019-02-14 17:00,4,0,0,4,4,3.1A,644.42
9833,AP ARQ. LOPEZ OTERO,78922,2019-02-14 18:00,9,0,0,9,9,3.1A,644.42
9834,AP ARQ. LOPEZ OTERO,78922,2019-02-14 19:00,9,0,0,9,9,3.1A,644.42
9835,AP ARQ. LOPEZ OTERO,78922,2019-02-14 20:00,9,0,0,9,9,3.1A,644.42
9836,AP ARQ. LOPEZ OTERO,78922,2019-02-14 21:00,9,0,0,9,9,3.1A,644.42
9837,AP ARQ. LOPEZ OTERO,78922,2019-02-14 22:00,9,0,0,9,9,3.1A,644.42
9838,AP ARQ. LOPEZ OTERO,78922,2019-02-14 23:00,9,0,0,9,9,3.1A,644.42
9839,AP ARQ. LOPEZ OTERO,78922,2019-02-15 00:00,4,0,0,4,4,3.1A,644.42
9840,AP ARQ. LOPEZ OTERO,78922,2019-02-15 01:00,9,0,0,9,9,3.1A,644.42
9841,AP ARQ. LOPEZ OTERO,78922,2019-02-15 02:00,9,0,0,9,9,3.1A,644.42
9842,AP ARQ. LOPEZ OTERO,78922,2019-02-15 03:00,9,0,0,9,9,3.1A,644.42
9843,AP ARQ. LOPEZ OTERO,78922,2019-02-15 04:00,10,0,0,10,10,3.1A,644.42
9844,AP ARQ. LOPEZ OTERO,78922,2019-02-15 05:00,10,0,0,10,10,3.1A,644.42
9845,AP ARQ. LOPEZ OTERO,78922,2019-02-15 06:00,10,0,0,10,10,3.1A,644.42
9846,AP ARQ. LOPEZ OTERO,78922,2019-02-15 07:00,10,0,0,10,10,3.1A,644.42
9847,AP ARQ. LOPEZ OTERO,78922,2019-02-15 08:00,10,0,0,10,10,3.1A,644.42
9848,AP ARQ. LOPEZ OTERO,78922,2019-02-15 09:00,4,0,0,4,4,3.1A,644.42
9849,AP ARQ. LOPEZ OTERO,78922,2019-02-15 10:00,4,0,0,4,4,3.1A,644.42
9850,AP ARQ. LOPEZ OTERO,78922,2019-02-15 11:00,4,0,0,4,4,3.1A,644.42
9851,AP ARQ. LOPEZ OTERO,78922,2019-02-15 12:00,4,0,0,4,4,3.1A,644.42
9852,AP ARQ. LOPEZ OTERO,78922,2019-02-15 13:00,4,0,0,4,4,3.1A,644.42
9853,AP ARQ. LOPEZ OTERO,78922,2019-02-15 14:00,4,0,0,4,4,3.1A,644.42
9854,AP ARQ. LOPEZ OTERO,78922,2019-02-15 15:00,4,0,0,4,4,3.1A,644.42
9855,AP ARQ. LOPEZ OTERO,78922,2019-02-15 16:00,4,0,0,4,4,3.1A,644.42
9856,AP ARQ. LOPEZ OTERO,78922,2019-02-15 17:00,4,0,0,4,4,3.1A,644.42
9857,AP ARQ. LOPEZ OTERO,78922,2019-02-15 18:00,9,0,0,9,9,3.1A,644.42
9858,AP ARQ. LOPEZ OTERO,78922,2019-02-15 19:00,9,0,0,9,9,3.1A,644.42
9859,AP ARQ. LOPEZ OTERO,78922,2019-02-15 20:00,9,0,0,9,9,3.1A,644.42
9860,AP ARQ. LOPEZ OTERO,78922,2019-02-15 21:00,9,0,0,9,9,3.1A,644.42
9861,AP ARQ. LOPEZ OTERO,78922,2019-02-15 22:00,9,0,0,9,9,3.1A,644.42
9862,AP ARQ. LOPEZ OTERO,78922,2019-02-15 23:00,9,0,0,9,9,3.1A,644.42
9863,AP ARQ. LOPEZ OTERO,78922,2019-02-16 00:00,4,0,0,4,4,3.1A,644.42
9864,AP ARQ. LOPEZ OTERO,78922,2019-02-16 01:00,9,0,0,9,9,3.1A,644.42
9865,AP ARQ. LOPEZ OTERO,78922,2019-02-16 02:00,9,0,0,9,9,3.1A,644.42
9866,AP ARQ. LOPEZ OTERO,78922,2019-02-16 03:00,9,0,0,9,9,3.1A,644.42
9867,AP ARQ. LOPEZ OTERO,78922,2019-02-16 04:00,10,0,0,10,10,3.1A,644.42
9868,AP ARQ. LOPEZ OTERO,78922,2019-02-16 05:00,10,0,0,10,10,3.1A,644.42
9869,AP ARQ. LOPEZ OTERO,78922,2019-02-16 06:00,10,0,0,10,10,3.1A,644.42
9870,AP ARQ. LOPEZ OTERO,78922,2019-02-16 07:00,10,0,0,10,10,3.1A,644.42
9871,AP ARQ. LOPEZ OTERO,78922,2019-02-16 08:00,10,0,0,10,10,3.1A,644.42
9872,AP ARQ. LOPEZ OTERO,78922,2019-02-16 09:00,9,0,0,9,9,3.1A,644.42
9873,AP ARQ. LOPEZ OTERO,78922,2019-02-16 10:00,10,0,0,10,10,3.1A,644.42
9874,AP ARQ. LOPEZ OTERO,78922,2019-02-16 11:00,9,0,0,9,9,3.1A,644.42
9875,AP ARQ. LOPEZ OTERO,78922,2019-02-16 12:00,9,0,0,9,9,3.1A,644.42
9876,AP ARQ. LOPEZ OTERO,78922,2019-02-16 13:00,9,0,0,9,9,3.1A,644.42
9877,AP ARQ. LOPEZ OTERO,78922,2019-02-16 14:00,10,0,0,10,10,3.1A,644.42
9878,AP ARQ. LOPEZ OTERO,78922,2019-02-16 15:00,10,0,0,10,10,3.1A,644.42
9879,AP ARQ. LOPEZ OTERO,78922,2019-02-16 16:00,10,0,0,10,10,3.1A,644.42
9880,AP ARQ. LOPEZ OTERO,78922,2019-02-16 17:00,10,0,0,10,10,3.1A,644.42
9881,AP ARQ. LOPEZ OTERO,78922,2019-02-16 18:00,9,0,0,9,9,3.1A,644.42
9882,AP ARQ. LOPEZ OTERO,78922,2019-02-16 19:00,4,0,0,4,4,3.1A,644.42
9883,AP ARQ. LOPEZ OTERO,78922,2019-02-16 20:00,4,0,0,4,4,3.1A,644.42
9884,AP ARQ. LOPEZ OTERO,78922,2019-02-16 21:00,4,0,0,4,4,3.1A,644.42
9885,AP ARQ. LOPEZ OTERO,78922,2019-02-16 22:00,4,0,0,4,4,3.1A,644.42
9886,AP ARQ. LOPEZ OTERO,78922,2019-02-16 23:00,4,0,0,4,4,3.1A,644.42
9887,AP ARQ. LOPEZ OTERO,78922,2019-02-17 00:00,4,0,0,4,4,3.1A,644.42
9888,AP ARQ. LOPEZ OTERO,78922,2019-02-17 01:00,10,0,0,10,10,3.1A,644.42
9889,AP ARQ. LOPEZ OTERO,78922,2019-02-17 02:00,10,0,0,10,10,3.1A,644.42
9890,AP ARQ. LOPEZ OTERO,78922,2019-02-17 03:00,10,0,0,10,10,3.1A,644.42
9891,AP ARQ. LOPEZ OTERO,78922,2019-02-17 04:00,10,0,0,10,10,3.1A,644.42
9892,AP ARQ. LOPEZ OTERO,78922,2019-02-17 05:00,10,0,0,10,10,3.1A,644.42
9893,AP ARQ. LOPEZ OTERO,78922,2019-02-17 06:00,10,0,0,10,10,3.1A,644.42
9894,AP ARQ. LOPEZ OTERO,78922,2019-02-17 07:00,10,0,0,10,10,3.1A,644.42
9895,AP ARQ. LOPEZ OTERO,78922,2019-02-17 08:00,9,0,0,9,9,3.1A,644.42
9896,AP ARQ. LOPEZ OTERO,78922,2019-02-17 09:00,10,0,0,10,10,3.1A,644.42
9897,AP ARQ. LOPEZ OTERO,78922,2019-02-17 10:00,9,0,0,9,9,3.1A,644.42
9898,AP ARQ. LOPEZ OTERO,78922,2019-02-17 11:00,10,0,0,10,10,3.1A,644.42
9899,AP ARQ. LOPEZ OTERO,78922,2019-02-17 12:00,10,0,0,10,10,3.1A,644.42
9900,AP ARQ. LOPEZ OTERO,78922,2019-02-17 13:00,10,0,0,10,10,3.1A,644.42
9901,AP ARQ. LOPEZ OTERO,78922,2019-02-17 14:00,10,0,0,10,10,3.1A,644.42
9902,AP ARQ. LOPEZ OTERO,78922,2019-02-17 15:00,10,0,0,10,10,3.1A,644.42
9903,AP ARQ. LOPEZ OTERO,78922,2019-02-17 16:00,9,0,0,9,9,3.1A,644.42
9904,AP ARQ. LOPEZ OTERO,78922,2019-02-17 17:00,9,0,0,9,9,3.1A,644.42
9905,AP ARQ. LOPEZ OTERO,78922,2019-02-17 18:00,9,0,0,9,9,3.1A,644.42
9906,AP ARQ. LOPEZ OTERO,78922,2019-02-17 19:00,4,0,0,4,4,3.1A,644.42
9907,AP ARQ. LOPEZ OTERO,78922,2019-02-17 20:00,4,0,0,4,4,3.1A,644.42
9908,AP ARQ. LOPEZ OTERO,78922,2019-02-17 21:00,4,0,0,4,4,3.1A,644.42
9909,AP ARQ. LOPEZ OTERO,78922,2019-02-17 22:00,4,0,0,4,4,3.1A,644.42
9910,AP ARQ. LOPEZ OTERO,78922,2019-02-17 23:00,4,0,0,4,4,3.1A,644.42
9911,AP ARQ. LOPEZ OTERO,78922,2019-02-18 00:00,4,0,0,4,4,3.1A,644.42
9912,AP ARQ. LOPEZ OTERO,78922,2019-02-18 01:00,8,0,0,8,8,3.1A,644.42
9913,AP ARQ. LOPEZ OTERO,78922,2019-02-18 02:00,9,0,0,9,9,3.1A,644.42
9914,AP ARQ. LOPEZ OTERO,78922,2019-02-18 03:00,9,0,0,9,9,3.1A,644.42
