-1,centre,time_extract,num_occupation,num_students,num_staff
449,FAC. INFORMATICA,2018-01-19 18:00,1,1,0
450,FAC. INFORMATICA,2018-01-19 19:00,4,1,3
451,FAC. INFORMATICA,2018-01-19 20:00,1,0,1
452,FAC. INFORMATICA,2018-01-19 21:00,2,2,0
453,FAC. INFORMATICA,2018-01-19 22:00,5,2,3
454,FAC. INFORMATICA,2018-01-19 23:00,2,1,1
455,FAC. INFORMATICA,2018-01-20 0:00,4,3,1
456,FAC. INFORMATICA,2018-01-20 1:00,2,2,0
457,FAC. INFORMATICA,2018-01-20 2:00,0,0,0
458,FAC. INFORMATICA,2018-01-20 3:00,1,1,0
459,FAC. INFORMATICA,2018-01-20 4:00,4,2,2
460,FAC. INFORMATICA,2018-01-20 5:00,1,1,0
461,FAC. INFORMATICA,2018-01-20 6:00,1,1,0
462,FAC. INFORMATICA,2018-01-20 7:00,3,1,2
463,FAC. INFORMATICA,2018-01-20 8:00,4,4,0
464,FAC. INFORMATICA,2018-01-20 9:00,1,1,0
465,FAC. INFORMATICA,2018-01-20 10:00,3,3,0
466,FAC. INFORMATICA,2018-01-20 11:00,6,0,6
467,FAC. INFORMATICA,2018-01-20 12:00,4,1,3
468,FAC. INFORMATICA,2018-01-20 13:00,7,4,3
469,FAC. INFORMATICA,2018-01-20 14:00,2,2,0
470,FAC. INFORMATICA,2018-01-20 15:00,4,2,2
471,FAC. INFORMATICA,2018-01-20 16:00,6,5,1
472,FAC. INFORMATICA,2018-01-20 17:00,3,3,0
473,FAC. INFORMATICA,2018-01-20 18:00,3,1,2
474,FAC. INFORMATICA,2018-01-20 19:00,0,0,0
475,FAC. INFORMATICA,2018-01-20 20:00,6,0,6
476,FAC. INFORMATICA,2018-01-20 21:00,3,3,0
477,FAC. INFORMATICA,2018-01-20 22:00,1,1,0
478,FAC. INFORMATICA,2018-01-20 23:00,3,3,0
479,FAC. INFORMATICA,2018-01-21 0:00,1,0,1
480,FAC. INFORMATICA,2018-01-21 1:00,2,1,1
481,FAC. INFORMATICA,2018-01-21 2:00,6,4,2
482,FAC. INFORMATICA,2018-01-21 3:00,5,2,3
483,FAC. INFORMATICA,2018-01-21 4:00,2,0,2
484,FAC. INFORMATICA,2018-01-21 5:00,4,2,2
485,FAC. INFORMATICA,2018-01-21 6:00,0,0,0
486,FAC. INFORMATICA,2018-01-21 7:00,3,2,1
487,FAC. INFORMATICA,2018-01-21 8:00,1,0,1
488,FAC. INFORMATICA,2018-01-21 9:00,3,3,0
489,FAC. INFORMATICA,2018-01-21 10:00,1,1,0
490,FAC. INFORMATICA,2018-01-21 11:00,3,2,1
491,FAC. INFORMATICA,2018-01-21 12:00,2,0,2
492,FAC. INFORMATICA,2018-01-21 13:00,4,3,1
493,FAC. INFORMATICA,2018-01-21 14:00,0,0,0
494,FAC. INFORMATICA,2018-01-21 15:00,2,0,2
495,FAC. INFORMATICA,2018-01-21 16:00,5,0,5
496,FAC. INFORMATICA,2018-01-21 17:00,2,2,0
497,FAC. INFORMATICA,2018-01-21 18:00,4,3,1
498,FAC. INFORMATICA,2018-01-21 19:00,1,1,0
499,FAC. INFORMATICA,2018-01-21 20:00,0,0,0
500,FAC. INFORMATICA,2018-01-21 21:00,1,1,0
501,FAC. INFORMATICA,2018-01-21 22:00,4,3,1
502,FAC. INFORMATICA,2018-01-21 23:00,2,2,0
503,FAC. INFORMATICA,2018-01-22 0:00,1,0,1
504,FAC. INFORMATICA,2018-01-22 1:00,1,0,1
505,FAC. INFORMATICA,2018-01-22 2:00,5,4,1
506,FAC. INFORMATICA,2018-01-22 3:00,2,0,2
507,FAC. INFORMATICA,2018-01-22 4:00,4,3,1
508,FAC. INFORMATICA,2018-01-22 5:00,2,1,1
509,FAC. INFORMATICA,2018-01-22 6:00,4,0,4
510,FAC. INFORMATICA,2018-01-22 7:00,3,3,0
511,FAC. INFORMATICA,2018-01-22 8:00,1,1,0
512,FAC. INFORMATICA,2018-01-22 9:00,4,2,2
513,FAC. INFORMATICA,2018-01-22 10:00,5,4,1
514,FAC. INFORMATICA,2018-01-22 11:00,0,0,0
515,FAC. INFORMATICA,2018-01-22 12:00,0,0,0
516,FAC. INFORMATICA,2018-01-22 13:00,3,1,2
517,FAC. INFORMATICA,2018-01-22 14:00,0,0,0
518,FAC. INFORMATICA,2018-01-22 15:00,2,1,1
519,FAC. INFORMATICA,2018-01-22 16:00,3,2,1
520,FAC. INFORMATICA,2018-01-22 17:00,4,2,2
521,FAC. INFORMATICA,2018-01-22 18:00,4,3,1
522,FAC. INFORMATICA,2018-01-22 19:00,4,4,0
523,FAC. INFORMATICA,2018-01-22 20:00,1,1,0
524,FAC. INFORMATICA,2018-01-22 21:00,2,2,0
525,FAC. INFORMATICA,2018-01-22 22:00,3,1,2
526,FAC. INFORMATICA,2018-01-22 23:00,3,3,0
527,FAC. INFORMATICA,2018-01-23 0:00,3,2,1
528,FAC. INFORMATICA,2018-01-23 1:00,1,0,1
529,FAC. INFORMATICA,2018-01-23 2:00,3,2,1
530,FAC. INFORMATICA,2018-01-23 3:00,3,1,2
531,FAC. INFORMATICA,2018-01-23 4:00,2,2,0
532,FAC. INFORMATICA,2018-01-23 5:00,2,1,1
533,FAC. INFORMATICA,2018-01-23 6:00,4,4,0
534,FAC. INFORMATICA,2018-01-23 7:00,0,0,0
535,FAC. INFORMATICA,2018-01-23 8:00,1,1,0
536,FAC. INFORMATICA,2018-01-23 9:00,2,1,1
537,FAC. INFORMATICA,2018-01-23 10:00,1,0,1
538,FAC. INFORMATICA,2018-01-23 11:00,5,2,3
539,FAC. INFORMATICA,2018-01-23 12:00,7,6,1
540,FAC. INFORMATICA,2018-01-23 13:00,3,3,0
541,FAC. INFORMATICA,2018-01-23 14:00,4,4,0
542,FAC. INFORMATICA,2018-01-23 15:00,4,1,3
543,FAC. INFORMATICA,2018-01-23 16:00,4,0,4
544,FAC. INFORMATICA,2018-01-23 17:00,3,1,2
545,FAC. INFORMATICA,2018-01-23 18:00,1,1,0
546,FAC. INFORMATICA,2018-01-23 19:00,5,5,0
547,FAC. INFORMATICA,2018-01-23 20:00,0,0,0
548,FAC. INFORMATICA,2018-01-23 21:00,2,0,2
549,FAC. INFORMATICA,2018-01-23 22:00,4,4,0
550,FAC. INFORMATICA,2018-01-23 23:00,3,3,0
551,FAC. INFORMATICA,2018-01-24 0:00,2,2,0
552,FAC. INFORMATICA,2018-01-24 1:00,2,2,0
553,FAC. INFORMATICA,2018-01-24 2:00,3,2,1
554,FAC. INFORMATICA,2018-01-24 3:00,1,1,0
555,FAC. INFORMATICA,2018-01-24 4:00,2,0,2
556,FAC. INFORMATICA,2018-01-24 5:00,5,4,1
557,FAC. INFORMATICA,2018-01-24 6:00,3,1,2
558,FAC. INFORMATICA,2018-01-24 7:00,3,0,3
559,FAC. INFORMATICA,2018-01-24 8:00,2,1,1
560,FAC. INFORMATICA,2018-01-24 9:00,2,1,1
561,FAC. INFORMATICA,2018-01-24 10:00,0,0,0
562,FAC. INFORMATICA,2018-01-24 11:00,3,1,2
563,FAC. INFORMATICA,2018-01-24 12:00,0,0,0
564,FAC. INFORMATICA,2018-01-24 13:00,5,0,5
565,FAC. INFORMATICA,2018-01-24 14:00,2,0,2
566,FAC. INFORMATICA,2018-01-24 15:00,4,2,2
567,FAC. INFORMATICA,2018-01-24 16:00,6,0,6
568,FAC. INFORMATICA,2018-01-24 17:00,2,1,1
569,FAC. INFORMATICA,2018-01-24 18:00,0,0,0
570,FAC. INFORMATICA,2018-01-24 19:00,2,1,1
571,FAC. INFORMATICA,2018-01-24 20:00,1,1,0
572,FAC. INFORMATICA,2018-01-24 21:00,0,0,0
573,FAC. INFORMATICA,2018-01-24 22:00,5,3,2
574,FAC. INFORMATICA,2018-01-24 23:00,1,1,0
575,FAC. INFORMATICA,2018-01-25 0:00,2,2,0
576,FAC. INFORMATICA,2018-01-25 1:00,6,2,4
577,FAC. INFORMATICA,2018-01-25 2:00,4,4,0
578,FAC. INFORMATICA,2018-01-25 3:00,6,1,5
579,FAC. INFORMATICA,2018-01-25 4:00,1,1,0
580,FAC. INFORMATICA,2018-01-25 5:00,4,1,3
581,FAC. INFORMATICA,2018-01-25 6:00,5,2,3
582,FAC. INFORMATICA,2018-01-25 7:00,5,2,3
583,FAC. INFORMATICA,2018-01-25 8:00,1,1,0
584,FAC. INFORMATICA,2018-01-25 9:00,1,0,1
585,FAC. INFORMATICA,2018-01-25 10:00,2,1,1
586,FAC. INFORMATICA,2018-01-25 11:00,2,1,1
587,FAC. INFORMATICA,2018-01-25 12:00,1,1,0
588,FAC. INFORMATICA,2018-01-25 13:00,3,1,2
589,FAC. INFORMATICA,2018-01-25 14:00,2,2,0
590,FAC. INFORMATICA,2018-01-25 15:00,0,0,0
591,FAC. INFORMATICA,2018-01-25 16:00,3,3,0
592,FAC. INFORMATICA,2018-01-25 17:00,1,1,0
593,FAC. INFORMATICA,2018-01-25 18:00,4,4,0
594,FAC. INFORMATICA,2018-01-25 19:00,2,1,1
595,FAC. INFORMATICA,2018-01-25 20:00,2,2,0
596,FAC. INFORMATICA,2018-01-25 21:00,3,1,2
597,FAC. INFORMATICA,2018-01-25 22:00,0,0,0
598,FAC. INFORMATICA,2018-01-25 23:00,1,1,0
599,FAC. INFORMATICA,2018-01-26 0:00,1,1,0
600,FAC. INFORMATICA,2018-01-26 1:00,1,1,0
601,FAC. INFORMATICA,2018-01-26 2:00,3,2,1
602,FAC. INFORMATICA,2018-01-26 3:00,3,2,1
603,FAC. INFORMATICA,2018-01-26 4:00,3,3,0
604,FAC. INFORMATICA,2018-01-26 5:00,0,0,0
605,FAC. INFORMATICA,2018-01-26 6:00,3,1,2
606,FAC. INFORMATICA,2018-01-26 7:00,3,2,1
607,FAC. INFORMATICA,2018-01-26 8:00,2,2,0
608,FAC. INFORMATICA,2018-01-26 9:00,0,0,0
609,FAC. INFORMATICA,2018-01-26 10:00,0,0,0
610,FAC. INFORMATICA,2018-01-26 11:00,2,1,1
611,FAC. INFORMATICA,2018-01-26 12:00,4,0,4
612,FAC. INFORMATICA,2018-01-26 13:00,2,2,0
613,FAC. INFORMATICA,2018-01-26 14:00,2,2,0
614,FAC. INFORMATICA,2018-01-26 15:00,4,3,1
615,FAC. INFORMATICA,2018-01-26 16:00,3,2,1
616,FAC. INFORMATICA,2018-01-26 17:00,1,1,0
617,FAC. INFORMATICA,2018-01-26 18:00,2,2,0
618,FAC. INFORMATICA,2018-01-26 19:00,3,2,1
619,FAC. INFORMATICA,2018-01-26 20:00,2,1,1
620,FAC. INFORMATICA,2018-01-26 21:00,1,1,0
621,FAC. INFORMATICA,2018-01-26 22:00,2,1,1
622,FAC. INFORMATICA,2018-01-26 23:00,3,1,2
623,FAC. INFORMATICA,2018-01-27 0:00,5,1,4
624,FAC. INFORMATICA,2018-01-27 1:00,4,4,0
625,FAC. INFORMATICA,2018-01-27 2:00,3,1,2
626,FAC. INFORMATICA,2018-01-27 3:00,3,1,2
627,FAC. INFORMATICA,2018-01-27 4:00,1,1,0
628,FAC. INFORMATICA,2018-01-27 5:00,2,2,0
629,FAC. INFORMATICA,2018-01-27 6:00,0,0,0
630,FAC. INFORMATICA,2018-01-27 7:00,1,0,1
631,FAC. INFORMATICA,2018-01-27 8:00,3,2,1
632,FAC. INFORMATICA,2018-01-27 9:00,1,1,0
633,FAC. INFORMATICA,2018-01-27 10:00,4,1,3
634,FAC. INFORMATICA,2018-01-27 11:00,2,1,1
635,FAC. INFORMATICA,2018-01-27 12:00,6,6,0
636,FAC. INFORMATICA,2018-01-27 13:00,3,3,0
637,FAC. INFORMATICA,2018-01-27 14:00,3,1,2
638,FAC. INFORMATICA,2018-01-27 15:00,1,1,0
639,FAC. INFORMATICA,2018-01-27 16:00,3,1,2
640,FAC. INFORMATICA,2018-01-27 17:00,1,1,0
641,FAC. INFORMATICA,2018-01-27 18:00,3,2,1
642,FAC. INFORMATICA,2018-01-27 19:00,0,0,0
643,FAC. INFORMATICA,2018-01-27 20:00,1,0,1
644,FAC. INFORMATICA,2018-01-27 21:00,6,4,2
645,FAC. INFORMATICA,2018-01-27 22:00,2,2,0
646,FAC. INFORMATICA,2018-01-27 23:00,2,1,1
647,FAC. INFORMATICA,2018-01-28 0:00,1,1,0
648,FAC. INFORMATICA,2018-01-28 1:00,4,3,1
649,FAC. INFORMATICA,2018-01-28 2:00,2,2,0
650,FAC. INFORMATICA,2018-01-28 3:00,6,3,3
651,FAC. INFORMATICA,2018-01-28 4:00,4,2,2
652,FAC. INFORMATICA,2018-01-28 5:00,2,0,2
653,FAC. INFORMATICA,2018-01-28 6:00,4,2,2
654,FAC. INFORMATICA,2018-01-28 7:00,0,0,0
655,FAC. INFORMATICA,2018-01-28 8:00,3,3,0
656,FAC. INFORMATICA,2018-01-28 9:00,1,1,0
657,FAC. INFORMATICA,2018-01-28 10:00,1,0,1
658,FAC. INFORMATICA,2018-01-28 11:00,1,1,0
659,FAC. INFORMATICA,2018-01-28 12:00,3,2,1
660,FAC. INFORMATICA,2018-01-28 13:00,2,2,0
661,FAC. INFORMATICA,2018-01-28 14:00,3,2,1
662,FAC. INFORMATICA,2018-01-28 15:00,1,1,0
663,FAC. INFORMATICA,2018-01-28 16:00,0,0,0
664,FAC. INFORMATICA,2018-01-28 17:00,3,3,0
665,FAC. INFORMATICA,2018-01-28 18:00,0,0,0
666,FAC. INFORMATICA,2018-01-28 19:00,3,3,0
667,FAC. INFORMATICA,2018-01-28 20:00,2,0,2
668,FAC. INFORMATICA,2018-01-28 21:00,1,1,0
669,FAC. INFORMATICA,2018-01-28 22:00,2,1,1
670,FAC. INFORMATICA,2018-01-28 23:00,3,1,2
671,FAC. INFORMATICA,2018-01-29 0:00,1,1,0
672,FAC. INFORMATICA,2018-01-29 1:00,3,3,0
673,FAC. INFORMATICA,2018-01-29 2:00,5,0,5
674,FAC. INFORMATICA,2018-01-29 3:00,0,0,0
675,FAC. INFORMATICA,2018-01-29 4:00,3,2,1
676,FAC. INFORMATICA,2018-01-29 5:00,1,0,1
677,FAC. INFORMATICA,2018-01-29 6:00,4,2,2
678,FAC. INFORMATICA,2018-01-29 7:00,1,1,0
679,FAC. INFORMATICA,2018-01-29 8:00,1,0,1
680,FAC. INFORMATICA,2018-01-29 9:00,2,2,0
681,FAC. INFORMATICA,2018-01-29 10:00,5,5,0
682,FAC. INFORMATICA,2018-01-29 11:00,1,1,0
683,FAC. INFORMATICA,2018-01-29 12:00,4,3,1
684,FAC. INFORMATICA,2018-01-29 13:00,2,1,1
685,FAC. INFORMATICA,2018-01-29 14:00,0,0,0
686,FAC. INFORMATICA,2018-01-29 15:00,4,0,4
687,FAC. INFORMATICA,2018-01-29 16:00,3,2,1
688,FAC. INFORMATICA,2018-01-29 17:00,4,4,0
689,FAC. INFORMATICA,2018-01-29 18:00,1,0,1
690,FAC. INFORMATICA,2018-01-29 19:00,3,3,0
691,FAC. INFORMATICA,2018-01-29 20:00,1,0,1
692,FAC. INFORMATICA,2018-01-29 21:00,1,0,1
693,FAC. INFORMATICA,2018-01-29 22:00,3,3,0
694,FAC. INFORMATICA,2018-01-29 23:00,1,0,1
695,FAC. INFORMATICA,2018-01-30 0:00,0,0,0
696,FAC. INFORMATICA,2018-01-30 1:00,1,1,0
697,FAC. INFORMATICA,2018-01-30 2:00,3,3,0
698,FAC. INFORMATICA,2018-01-30 3:00,1,1,0
699,FAC. INFORMATICA,2018-01-30 4:00,3,3,0
700,FAC. INFORMATICA,2018-01-30 5:00,1,1,0
701,FAC. INFORMATICA,2018-01-30 6:00,2,0,2
702,FAC. INFORMATICA,2018-01-30 7:00,5,3,2
703,FAC. INFORMATICA,2018-01-30 8:00,1,1,0
704,FAC. INFORMATICA,2018-01-30 9:00,1,1,0
705,FAC. INFORMATICA,2018-01-30 10:00,1,0,1
706,FAC. INFORMATICA,2018-01-30 11:00,4,4,0
707,FAC. INFORMATICA,2018-01-30 12:00,2,1,1
708,FAC. INFORMATICA,2018-01-30 13:00,4,4,0
709,FAC. INFORMATICA,2018-01-30 14:00,1,1,0
710,FAC. INFORMATICA,2018-01-30 15:00,3,1,2
711,FAC. INFORMATICA,2018-01-30 16:00,3,1,2
712,FAC. INFORMATICA,2018-01-30 17:00,0,0,0
713,FAC. INFORMATICA,2018-01-30 18:00,3,2,1
714,FAC. INFORMATICA,2018-01-30 19:00,5,5,0
715,FAC. INFORMATICA,2018-01-30 20:00,2,2,0
716,FAC. INFORMATICA,2018-01-30 21:00,3,1,2
717,FAC. INFORMATICA,2018-01-30 22:00,3,3,0
718,FAC. INFORMATICA,2018-01-30 23:00,0,0,0
719,FAC. INFORMATICA,2018-01-31 0:00,3,2,1
720,FAC. INFORMATICA,2018-01-31 1:00,3,0,3
721,FAC. INFORMATICA,2018-01-31 2:00,3,2,1
722,FAC. INFORMATICA,2018-01-31 3:00,5,3,2
723,FAC. INFORMATICA,2018-01-31 4:00,1,1,0
724,FAC. INFORMATICA,2018-01-31 5:00,2,1,1
725,FAC. INFORMATICA,2018-01-31 6:00,3,2,1
726,FAC. INFORMATICA,2018-01-31 7:00,1,1,0
727,FAC. INFORMATICA,2018-01-31 8:00,3,3,0
728,FAC. INFORMATICA,2018-01-31 9:00,4,2,2
729,FAC. INFORMATICA,2018-01-31 10:00,1,1,0
730,FAC. INFORMATICA,2018-01-31 11:00,1,1,0
731,FAC. INFORMATICA,2018-01-31 12:00,2,2,0
732,FAC. INFORMATICA,2018-01-31 13:00,1,1,0
733,FAC. INFORMATICA,2018-01-31 14:00,5,1,4
734,FAC. INFORMATICA,2018-01-31 15:00,4,3,1
735,FAC. INFORMATICA,2018-01-31 16:00,0,0,0
736,FAC. INFORMATICA,2018-01-31 17:00,0,0,0
737,FAC. INFORMATICA,2018-01-31 18:00,2,2,0
738,FAC. INFORMATICA,2018-01-31 19:00,2,1,1
739,FAC. INFORMATICA,2018-01-31 20:00,1,1,0
740,FAC. INFORMATICA,2018-01-31 21:00,2,2,0
741,FAC. INFORMATICA,2018-01-31 22:00,3,3,0
742,FAC. INFORMATICA,2018-01-31 23:00,4,1,3
743,FAC. INFORMATICA,2018-02-01 0:00,5,3,2
744,FAC. INFORMATICA,2018-02-01 1:00,1,1,0
745,FAC. INFORMATICA,2018-02-01 2:00,4,1,3
746,FAC. INFORMATICA,2018-02-01 3:00,3,1,2
747,FAC. INFORMATICA,2018-02-01 4:00,5,5,0
748,FAC. INFORMATICA,2018-02-01 5:00,1,0,1
749,FAC. INFORMATICA,2018-02-01 6:00,4,2,2
750,FAC. INFORMATICA,2018-02-01 7:00,2,2,0
751,FAC. INFORMATICA,2018-02-01 8:00,1,0,1
752,FAC. INFORMATICA,2018-02-01 9:00,3,0,3
753,FAC. INFORMATICA,2018-02-01 10:00,2,1,1
754,FAC. INFORMATICA,2018-02-01 11:00,4,1,3
755,FAC. INFORMATICA,2018-02-01 12:00,2,1,1
756,FAC. INFORMATICA,2018-02-01 13:00,2,2,0
757,FAC. INFORMATICA,2018-02-01 14:00,1,1,0
758,FAC. INFORMATICA,2018-02-01 15:00,6,5,1
759,FAC. INFORMATICA,2018-02-01 16:00,1,1,0
760,FAC. INFORMATICA,2018-02-01 17:00,0,0,0
761,FAC. INFORMATICA,2018-02-01 18:00,3,1,2
762,FAC. INFORMATICA,2018-02-01 19:00,4,3,1
763,FAC. INFORMATICA,2018-02-01 20:00,3,1,2
764,FAC. INFORMATICA,2018-02-01 21:00,4,0,4
765,FAC. INFORMATICA,2018-02-01 22:00,1,0,1
766,FAC. INFORMATICA,2018-02-01 23:00,2,2,0
767,FAC. INFORMATICA,2018-02-02 0:00,0,0,0
768,FAC. INFORMATICA,2018-02-02 1:00,2,2,0
769,FAC. INFORMATICA,2018-02-02 2:00,1,1,0
770,FAC. INFORMATICA,2018-02-02 3:00,4,4,0
771,FAC. INFORMATICA,2018-02-02 4:00,5,4,1
772,FAC. INFORMATICA,2018-02-02 5:00,2,1,1
773,FAC. INFORMATICA,2018-02-02 6:00,4,2,2
774,FAC. INFORMATICA,2018-02-02 7:00,4,4,0
775,FAC. INFORMATICA,2018-02-02 8:00,1,0,1
776,FAC. INFORMATICA,2018-02-02 9:00,1,1,0
777,FAC. INFORMATICA,2018-02-02 10:00,3,3,0
778,FAC. INFORMATICA,2018-02-02 11:00,2,1,1
779,FAC. INFORMATICA,2018-02-02 12:00,3,1,2
780,FAC. INFORMATICA,2018-02-02 13:00,8,7,1
781,FAC. INFORMATICA,2018-02-02 14:00,3,1,2
782,FAC. INFORMATICA,2018-02-02 15:00,3,2,1
783,FAC. INFORMATICA,2018-02-02 16:00,2,2,0
784,FAC. INFORMATICA,2018-02-02 17:00,3,2,1
785,FAC. INFORMATICA,2018-02-02 18:00,1,1,0
786,FAC. INFORMATICA,2018-02-02 19:00,3,2,1
787,FAC. INFORMATICA,2018-02-02 20:00,2,1,1
788,FAC. INFORMATICA,2018-02-02 21:00,4,1,3
789,FAC. INFORMATICA,2018-02-02 22:00,0,0,0
790,FAC. INFORMATICA,2018-02-02 23:00,0,0,0
791,FAC. INFORMATICA,2018-02-03 0:00,0,0,0
792,FAC. INFORMATICA,2018-02-03 1:00,2,1,1
793,FAC. INFORMATICA,2018-02-03 2:00,4,4,0
794,FAC. INFORMATICA,2018-02-03 3:00,2,1,1
795,FAC. INFORMATICA,2018-02-03 4:00,2,2,0
796,FAC. INFORMATICA,2018-02-03 5:00,1,1,0
797,FAC. INFORMATICA,2018-02-03 6:00,2,0,2
798,FAC. INFORMATICA,2018-02-03 7:00,1,1,0
799,FAC. INFORMATICA,2018-02-03 8:00,3,2,1
800,FAC. INFORMATICA,2018-02-03 9:00,4,4,0
801,FAC. INFORMATICA,2018-02-03 10:00,1,1,0
802,FAC. INFORMATICA,2018-02-03 11:00,5,3,2
803,FAC. INFORMATICA,2018-02-03 12:00,2,1,1
804,FAC. INFORMATICA,2018-02-03 13:00,2,2,0
805,FAC. INFORMATICA,2018-02-03 14:00,1,1,0
806,FAC. INFORMATICA,2018-02-03 15:00,2,2,0
807,FAC. INFORMATICA,2018-02-03 16:00,1,1,0
808,FAC. INFORMATICA,2018-02-03 17:00,4,4,0
809,FAC. INFORMATICA,2018-02-03 18:00,2,2,0
810,FAC. INFORMATICA,2018-02-03 19:00,3,3,0
811,FAC. INFORMATICA,2018-02-03 20:00,1,1,0
812,FAC. INFORMATICA,2018-02-03 21:00,1,1,0
813,FAC. INFORMATICA,2018-02-03 22:00,3,2,1
814,FAC. INFORMATICA,2018-02-03 23:00,2,2,0
815,FAC. INFORMATICA,2018-02-04 0:00,5,0,5
816,FAC. INFORMATICA,2018-02-04 1:00,2,1,1
817,FAC. INFORMATICA,2018-02-04 2:00,2,0,2
818,FAC. INFORMATICA,2018-02-04 3:00,1,1,0
819,FAC. INFORMATICA,2018-02-04 4:00,0,0,0
820,FAC. INFORMATICA,2018-02-04 5:00,1,1,0
821,FAC. INFORMATICA,2018-02-04 6:00,3,3,0
822,FAC. INFORMATICA,2018-02-04 7:00,3,1,2
823,FAC. INFORMATICA,2018-02-04 8:00,2,0,2
824,FAC. INFORMATICA,2018-02-04 9:00,2,1,1
825,FAC. INFORMATICA,2018-02-04 10:00,5,2,3
826,FAC. INFORMATICA,2018-02-04 11:00,4,2,2
827,FAC. INFORMATICA,2018-02-04 12:00,3,1,2
828,FAC. INFORMATICA,2018-02-04 13:00,2,0,2
829,FAC. INFORMATICA,2018-02-04 14:00,2,2,0
830,FAC. INFORMATICA,2018-02-04 15:00,1,1,0
831,FAC. INFORMATICA,2018-02-04 16:00,0,0,0
832,FAC. INFORMATICA,2018-02-04 17:00,0,0,0
833,FAC. INFORMATICA,2018-02-04 18:00,3,2,1
834,FAC. INFORMATICA,2018-02-04 19:00,2,2,0
835,FAC. INFORMATICA,2018-02-04 20:00,2,2,0
836,FAC. INFORMATICA,2018-02-04 21:00,1,1,0
837,FAC. INFORMATICA,2018-02-04 22:00,2,1,1
838,FAC. INFORMATICA,2018-02-04 23:00,0,0,0
839,FAC. INFORMATICA,2018-02-05 0:00,1,1,0
840,FAC. INFORMATICA,2018-02-05 1:00,0,0,0
841,FAC. INFORMATICA,2018-02-05 2:00,4,0,4
842,FAC. INFORMATICA,2018-02-05 3:00,2,2,0
843,FAC. INFORMATICA,2018-02-05 4:00,2,2,0
844,FAC. INFORMATICA,2018-02-05 5:00,4,2,2
845,FAC. INFORMATICA,2018-02-05 6:00,3,2,1
846,FAC. INFORMATICA,2018-02-05 7:00,3,1,2
847,FAC. INFORMATICA,2018-02-05 8:00,2,2,0
848,FAC. INFORMATICA,2018-02-05 9:00,2,1,1
849,FAC. INFORMATICA,2018-02-05 10:00,4,1,3
850,FAC. INFORMATICA,2018-02-05 11:00,2,0,2
851,FAC. INFORMATICA,2018-02-05 12:00,2,2,0
852,FAC. INFORMATICA,2018-02-05 13:00,4,4,0
853,FAC. INFORMATICA,2018-02-05 14:00,1,1,0
854,FAC. INFORMATICA,2018-02-05 15:00,4,0,4
855,FAC. INFORMATICA,2018-02-05 16:00,3,3,0
856,FAC. INFORMATICA,2018-02-05 17:00,3,2,1
857,FAC. INFORMATICA,2018-02-05 18:00,5,5,0
858,FAC. INFORMATICA,2018-02-05 19:00,2,1,1
859,FAC. INFORMATICA,2018-02-05 20:00,1,1,0
860,FAC. INFORMATICA,2018-02-05 21:00,5,3,2
861,FAC. INFORMATICA,2018-02-05 22:00,4,2,2
862,FAC. INFORMATICA,2018-02-05 23:00,2,1,1
863,FAC. INFORMATICA,2018-02-06 0:00,2,1,1
864,FAC. INFORMATICA,2018-02-06 1:00,2,1,1
865,FAC. INFORMATICA,2018-02-06 2:00,2,0,2
866,FAC. INFORMATICA,2018-02-06 3:00,2,0,2
867,FAC. INFORMATICA,2018-02-06 4:00,1,1,0
868,FAC. INFORMATICA,2018-02-06 5:00,3,1,2
869,FAC. INFORMATICA,2018-02-06 6:00,1,1,0
870,FAC. INFORMATICA,2018-02-06 7:00,4,3,1
871,FAC. INFORMATICA,2018-02-06 8:00,2,1,1
872,FAC. INFORMATICA,2018-02-06 9:00,2,1,1
873,FAC. INFORMATICA,2018-02-06 10:00,5,3,2
874,FAC. INFORMATICA,2018-02-06 11:00,3,1,2
875,FAC. INFORMATICA,2018-02-06 12:00,2,1,1
876,FAC. INFORMATICA,2018-02-06 13:00,1,1,0
877,FAC. INFORMATICA,2018-02-06 14:00,2,0,2
878,FAC. INFORMATICA,2018-02-06 15:00,1,1,0
879,FAC. INFORMATICA,2018-02-06 16:00,3,3,0
880,FAC. INFORMATICA,2018-02-06 17:00,3,3,0
881,FAC. INFORMATICA,2018-02-06 18:00,2,0,2
882,FAC. INFORMATICA,2018-02-06 19:00,4,3,1
883,FAC. INFORMATICA,2018-02-06 20:00,2,1,1
884,FAC. INFORMATICA,2018-02-06 21:00,2,1,1
885,FAC. INFORMATICA,2018-02-06 22:00,4,4,0
886,FAC. INFORMATICA,2018-02-06 23:00,4,2,2
887,FAC. INFORMATICA,2018-02-07 0:00,4,1,3
888,FAC. INFORMATICA,2018-02-07 1:00,1,0,1
889,FAC. INFORMATICA,2018-02-07 2:00,3,3,0
890,FAC. INFORMATICA,2018-02-07 3:00,4,4,0
891,FAC. INFORMATICA,2018-02-07 4:00,3,3,0
892,FAC. INFORMATICA,2018-02-07 5:00,1,1,0
893,FAC. INFORMATICA,2018-02-07 6:00,2,1,1
894,FAC. INFORMATICA,2018-02-07 7:00,1,1,0
895,FAC. INFORMATICA,2018-02-07 8:00,1,1,0
896,FAC. INFORMATICA,2018-02-07 9:00,3,2,1
897,FAC. INFORMATICA,2018-02-07 10:00,3,0,3
898,FAC. INFORMATICA,2018-02-07 11:00,1,1,0
