-1,centro,id,fecha,consumo,reactiva,co2,potenciamax,potenciaact,tarifa,coste
2580,FAC. INFORMATICA,78922,2018-04-18 13:00,1,0,0,1,1,3.1A,464.63
2581,FAC. INFORMATICA,78922,2018-04-18 14:00,1,0,0,1,1,3.1A,464.63
2582,FAC. INFORMATICA,78922,2018-04-18 15:00,1,0,0,1,1,3.1A,464.63
2583,FAC. INFORMATICA,78922,2018-04-18 16:00,1,0,0,1,1,3.1A,464.63
2584,FAC. INFORMATICA,78922,2018-04-18 17:00,4,0,0,4,4,3.1A,464.63
2585,FAC. INFORMATICA,78922,2018-04-18 18:00,4,0,0,4,4,3.1A,464.63
2586,FAC. INFORMATICA,78922,2018-04-18 19:00,4,0,0,4,4,3.1A,464.63
2587,FAC. INFORMATICA,78922,2018-04-18 20:00,4,0,0,4,4,3.1A,464.63
2588,FAC. INFORMATICA,78922,2018-04-18 21:00,4,0,0,4,4,3.1A,464.63
2589,FAC. INFORMATICA,78922,2018-04-18 22:00,4,0,0,4,4,3.1A,464.63
2590,FAC. INFORMATICA,78922,2018-04-18 23:00,4,0,0,4,4,3.1A,464.63
2591,FAC. INFORMATICA,78922,2018-04-19 00:00,4,0,0,4,4,3.1A,464.63
2592,FAC. INFORMATICA,78922,2018-04-19 01:00,7,0,0,7,7,3.1A,464.63
2593,FAC. INFORMATICA,78922,2018-04-19 02:00,8,0,0,8,8,3.1A,464.63
2594,FAC. INFORMATICA,78922,2018-04-19 03:00,8,0,0,8,8,3.1A,464.63
2595,FAC. INFORMATICA,78922,2018-04-19 04:00,8,0,0,8,8,3.1A,464.63
2596,FAC. INFORMATICA,78922,2018-04-19 05:00,8,0,0,8,8,3.1A,464.63
2597,FAC. INFORMATICA,78922,2018-04-19 06:00,8,0,0,8,8,3.1A,464.63
2598,FAC. INFORMATICA,78922,2018-04-19 07:00,7,0,0,7,7,3.1A,464.63
2599,FAC. INFORMATICA,78922,2018-04-19 08:00,7,0,0,7,7,3.1A,464.63
2600,FAC. INFORMATICA,78922,2018-04-19 09:00,4,0,0,4,4,3.1A,464.63
2601,FAC. INFORMATICA,78922,2018-04-19 10:00,4,0,0,4,4,3.1A,464.63
2602,FAC. INFORMATICA,78922,2018-04-19 11:00,1,0,0,1,1,3.1A,464.63
2603,FAC. INFORMATICA,78922,2018-04-19 12:00,1,0,0,1,1,3.1A,464.63
2604,FAC. INFORMATICA,78922,2018-04-19 13:00,1,0,0,1,1,3.1A,464.63
2605,FAC. INFORMATICA,78922,2018-04-19 14:00,1,0,0,1,1,3.1A,464.63
2606,FAC. INFORMATICA,78922,2018-04-19 15:00,1,0,0,1,1,3.1A,464.63
2607,FAC. INFORMATICA,78922,2018-04-19 16:00,1,0,0,1,1,3.1A,464.63
2608,FAC. INFORMATICA,78922,2018-04-19 17:00,4,0,0,4,4,3.1A,464.63
2609,FAC. INFORMATICA,78922,2018-04-19 18:00,4,0,0,4,4,3.1A,464.63
2610,FAC. INFORMATICA,78922,2018-04-19 19:00,4,0,0,4,4,3.1A,464.63
2611,FAC. INFORMATICA,78922,2018-04-19 20:00,4,0,0,4,4,3.1A,464.63
2612,FAC. INFORMATICA,78922,2018-04-19 21:00,4,0,0,4,4,3.1A,464.63
2613,FAC. INFORMATICA,78922,2018-04-19 22:00,4,0,0,4,4,3.1A,464.63
2614,FAC. INFORMATICA,78922,2018-04-19 23:00,4,0,0,4,4,3.1A,464.63
2615,FAC. INFORMATICA,78922,2018-04-20 00:00,4,0,0,4,4,3.1A,464.63
2616,FAC. INFORMATICA,78922,2018-04-20 01:00,8,0,0,8,8,3.1A,464.63
2617,FAC. INFORMATICA,78922,2018-04-20 02:00,8,0,0,8,8,3.1A,464.63
2618,FAC. INFORMATICA,78922,2018-04-20 03:00,8,0,0,8,8,3.1A,464.63
2619,FAC. INFORMATICA,78922,2018-04-20 04:00,8,0,0,8,8,3.1A,464.63
2620,FAC. INFORMATICA,78922,2018-04-20 05:00,8,0,0,8,8,3.1A,464.63
2621,FAC. INFORMATICA,78922,2018-04-20 06:00,8,0,0,8,8,3.1A,464.63
2622,FAC. INFORMATICA,78922,2018-04-20 07:00,8,0,0,8,8,3.1A,464.63
2623,FAC. INFORMATICA,78922,2018-04-20 08:00,8,0,0,8,8,3.1A,464.63
2624,FAC. INFORMATICA,78922,2018-04-20 09:00,4,0,0,4,4,3.1A,464.63
2625,FAC. INFORMATICA,78922,2018-04-20 10:00,4,0,0,4,4,3.1A,464.63
2626,FAC. INFORMATICA,78922,2018-04-20 11:00,1,0,0,1,1,3.1A,464.63
2627,FAC. INFORMATICA,78922,2018-04-20 12:00,1,0,0,1,1,3.1A,464.63
2628,FAC. INFORMATICA,78922,2018-04-20 13:00,1,0,0,1,1,3.1A,464.63
2629,FAC. INFORMATICA,78922,2018-04-20 14:00,1,0,0,1,1,3.1A,464.63
2630,FAC. INFORMATICA,78922,2018-04-20 15:00,1,0,0,1,1,3.1A,464.63
2631,FAC. INFORMATICA,78922,2018-04-20 16:00,1,0,0,1,1,3.1A,464.63
2632,FAC. INFORMATICA,78922,2018-04-20 17:00,4,0,0,4,4,3.1A,464.63
2633,FAC. INFORMATICA,78922,2018-04-20 18:00,4,0,0,4,4,3.1A,464.63
2634,FAC. INFORMATICA,78922,2018-04-20 19:00,4,0,0,4,4,3.1A,464.63
2635,FAC. INFORMATICA,78922,2018-04-20 20:00,4,0,0,4,4,3.1A,464.63
2636,FAC. INFORMATICA,78922,2018-04-20 21:00,4,0,0,4,4,3.1A,464.63
2637,FAC. INFORMATICA,78922,2018-04-20 22:00,4,0,0,4,4,3.1A,464.63
2638,FAC. INFORMATICA,78922,2018-04-20 23:00,4,0,0,4,4,3.1A,464.63
2639,FAC. INFORMATICA,78922,2018-04-21 00:00,4,0,0,4,4,3.1A,464.63
2640,FAC. INFORMATICA,78922,2018-04-21 01:00,8,0,0,8,8,3.1A,464.63
2641,FAC. INFORMATICA,78922,2018-04-21 02:00,8,0,0,8,8,3.1A,464.63
2642,FAC. INFORMATICA,78922,2018-04-21 03:00,8,0,0,8,8,3.1A,464.63
2643,FAC. INFORMATICA,78922,2018-04-21 04:00,8,0,0,8,8,3.1A,464.63
2644,FAC. INFORMATICA,78922,2018-04-21 05:00,8,0,0,8,8,3.1A,464.63
2645,FAC. INFORMATICA,78922,2018-04-21 06:00,8,0,0,8,8,3.1A,464.63
2646,FAC. INFORMATICA,78922,2018-04-21 07:00,8,0,0,8,8,3.1A,464.63
2647,FAC. INFORMATICA,78922,2018-04-21 08:00,8,0,0,8,8,3.1A,464.63
2648,FAC. INFORMATICA,78922,2018-04-21 09:00,8,0,0,8,8,3.1A,464.63
2649,FAC. INFORMATICA,78922,2018-04-21 10:00,8,0,0,8,8,3.1A,464.63
2650,FAC. INFORMATICA,78922,2018-04-21 11:00,7,0,0,7,7,3.1A,464.63
2651,FAC. INFORMATICA,78922,2018-04-21 12:00,7,0,0,7,7,3.1A,464.63
2652,FAC. INFORMATICA,78922,2018-04-21 13:00,8,0,0,8,8,3.1A,464.63
2653,FAC. INFORMATICA,78922,2018-04-21 14:00,8,0,0,8,8,3.1A,464.63
2654,FAC. INFORMATICA,78922,2018-04-21 15:00,8,0,0,8,8,3.1A,464.63
2655,FAC. INFORMATICA,78922,2018-04-21 16:00,8,0,0,8,8,3.1A,464.63
2656,FAC. INFORMATICA,78922,2018-04-21 17:00,8,0,0,8,8,3.1A,464.63
2657,FAC. INFORMATICA,78922,2018-04-21 18:00,8,0,0,8,8,3.1A,464.63
2658,FAC. INFORMATICA,78922,2018-04-21 19:00,4,0,0,4,4,3.1A,464.63
2659,FAC. INFORMATICA,78922,2018-04-21 20:00,4,0,0,4,4,3.1A,464.63
2660,FAC. INFORMATICA,78922,2018-04-21 21:00,4,0,0,4,4,3.1A,464.63
2661,FAC. INFORMATICA,78922,2018-04-21 22:00,4,0,0,4,4,3.1A,464.63
2662,FAC. INFORMATICA,78922,2018-04-21 23:00,4,0,0,4,4,3.1A,464.63
2663,FAC. INFORMATICA,78922,2018-04-22 00:00,4,0,0,4,4,3.1A,464.63
2664,FAC. INFORMATICA,78922,2018-04-22 01:00,8,0,0,8,8,3.1A,464.63
2665,FAC. INFORMATICA,78922,2018-04-22 02:00,8,0,0,8,8,3.1A,464.63
2666,FAC. INFORMATICA,78922,2018-04-22 03:00,8,0,0,8,8,3.1A,464.63
2667,FAC. INFORMATICA,78922,2018-04-22 04:00,8,0,0,8,8,3.1A,464.63
2668,FAC. INFORMATICA,78922,2018-04-22 05:00,8,0,0,8,8,3.1A,464.63
2669,FAC. INFORMATICA,78922,2018-04-22 06:00,8,0,0,8,8,3.1A,464.63
2670,FAC. INFORMATICA,78922,2018-04-22 07:00,8,0,0,8,8,3.1A,464.63
2671,FAC. INFORMATICA,78922,2018-04-22 08:00,8,0,0,8,8,3.1A,464.63
2672,FAC. INFORMATICA,78922,2018-04-22 09:00,8,0,0,8,8,3.1A,464.63
2673,FAC. INFORMATICA,78922,2018-04-22 10:00,8,0,0,8,8,3.1A,464.63
2674,FAC. INFORMATICA,78922,2018-04-22 11:00,8,0,0,8,8,3.1A,464.63
2675,FAC. INFORMATICA,78922,2018-04-22 12:00,8,0,0,8,8,3.1A,464.63
2676,FAC. INFORMATICA,78922,2018-04-22 13:00,8,0,0,8,8,3.1A,464.63
2677,FAC. INFORMATICA,78922,2018-04-22 14:00,8,0,0,8,8,3.1A,464.63
2678,FAC. INFORMATICA,78922,2018-04-22 15:00,8,0,0,8,8,3.1A,464.63
2679,FAC. INFORMATICA,78922,2018-04-22 16:00,8,0,0,8,8,3.1A,464.63
2680,FAC. INFORMATICA,78922,2018-04-22 17:00,7,0,0,7,7,3.1A,464.63
2681,FAC. INFORMATICA,78922,2018-04-22 18:00,7,0,0,7,7,3.1A,464.63
2682,FAC. INFORMATICA,78922,2018-04-22 19:00,4,0,0,4,4,3.1A,464.63
2683,FAC. INFORMATICA,78922,2018-04-22 20:00,4,0,0,4,4,3.1A,464.63
2684,FAC. INFORMATICA,78922,2018-04-22 21:00,4,0,0,4,4,3.1A,464.63
2685,FAC. INFORMATICA,78922,2018-04-22 22:00,4,0,0,4,4,3.1A,464.63
2686,FAC. INFORMATICA,78922,2018-04-22 23:00,4,0,0,4,4,3.1A,464.63
2687,FAC. INFORMATICA,78922,2018-04-23 00:00,4,0,0,4,4,3.1A,464.63
2688,FAC. INFORMATICA,78922,2018-04-23 01:00,7,0,0,7,7,3.1A,464.63
2689,FAC. INFORMATICA,78922,2018-04-23 02:00,8,0,0,8,8,3.1A,464.63
2690,FAC. INFORMATICA,78922,2018-04-23 03:00,7,0,0,7,7,3.1A,464.63
2691,FAC. INFORMATICA,78922,2018-04-23 04:00,8,0,0,8,8,3.1A,464.63
2692,FAC. INFORMATICA,78922,2018-04-23 05:00,8,0,0,8,8,3.1A,464.63
2693,FAC. INFORMATICA,78922,2018-04-23 06:00,8,0,0,8,8,3.1A,464.63
2694,FAC. INFORMATICA,78922,2018-04-23 07:00,7,0,0,7,7,3.1A,464.63
2695,FAC. INFORMATICA,78922,2018-04-23 08:00,7,0,0,7,7,3.1A,464.63
2696,FAC. INFORMATICA,78922,2018-04-23 09:00,4,0,0,4,4,3.1A,464.63
2697,FAC. INFORMATICA,78922,2018-04-23 10:00,4,0,0,4,4,3.1A,464.63
2698,FAC. INFORMATICA,78922,2018-04-23 11:00,1,0,0,1,1,3.1A,464.63
2699,FAC. INFORMATICA,78922,2018-04-23 12:00,1,0,0,1,1,3.1A,464.63
2700,FAC. INFORMATICA,78922,2018-04-23 13:00,1,0,0,1,1,3.1A,464.63
2701,FAC. INFORMATICA,78922,2018-04-23 14:00,1,0,0,1,1,3.1A,464.63
2702,FAC. INFORMATICA,78922,2018-04-23 15:00,1,0,0,1,1,3.1A,464.63
2703,FAC. INFORMATICA,78922,2018-04-23 16:00,1,0,0,1,1,3.1A,464.63
2704,FAC. INFORMATICA,78922,2018-04-23 17:00,4,0,0,4,4,3.1A,464.63
2705,FAC. INFORMATICA,78922,2018-04-23 18:00,4,0,0,4,4,3.1A,464.63
2706,FAC. INFORMATICA,78922,2018-04-23 19:00,4,0,0,4,4,3.1A,464.63
2707,FAC. INFORMATICA,78922,2018-04-23 20:00,4,0,0,4,4,3.1A,464.63
2708,FAC. INFORMATICA,78922,2018-04-23 21:00,4,0,0,4,4,3.1A,464.63
2709,FAC. INFORMATICA,78922,2018-04-23 22:00,4,0,0,4,4,3.1A,464.63
2710,FAC. INFORMATICA,78922,2018-04-23 23:00,4,0,0,4,4,3.1A,464.63
2711,FAC. INFORMATICA,78922,2018-04-24 00:00,4,0,0,4,4,3.1A,464.63
2712,FAC. INFORMATICA,78922,2018-04-24 01:00,8,0,0,8,8,3.1A,464.63
2713,FAC. INFORMATICA,78922,2018-04-24 02:00,8,0,0,8,8,3.1A,464.63
2714,FAC. INFORMATICA,78922,2018-04-24 03:00,8,0,0,8,8,3.1A,464.63
2715,FAC. INFORMATICA,78922,2018-04-24 04:00,8,0,0,8,8,3.1A,464.63
2716,FAC. INFORMATICA,78922,2018-04-24 05:00,8,0,0,8,8,3.1A,464.63
2717,FAC. INFORMATICA,78922,2018-04-24 06:00,8,0,0,8,8,3.1A,464.63
2718,FAC. INFORMATICA,78922,2018-04-24 07:00,8,0,0,8,8,3.1A,464.63
2719,FAC. INFORMATICA,78922,2018-04-24 08:00,8,0,0,8,8,3.1A,464.63
2720,FAC. INFORMATICA,78922,2018-04-24 09:00,4,0,0,4,4,3.1A,464.63
2721,FAC. INFORMATICA,78922,2018-04-24 10:00,4,0,0,4,4,3.1A,464.63
2722,FAC. INFORMATICA,78922,2018-04-24 11:00,1,0,0,1,1,3.1A,464.63
2723,FAC. INFORMATICA,78922,2018-04-24 12:00,1,0,0,1,1,3.1A,464.63
2724,FAC. INFORMATICA,78922,2018-04-24 13:00,1,0,0,1,1,3.1A,464.63
2725,FAC. INFORMATICA,78922,2018-04-24 14:00,1,0,0,1,1,3.1A,464.63
2726,FAC. INFORMATICA,78922,2018-04-24 15:00,1,0,0,1,1,3.1A,464.63
2727,FAC. INFORMATICA,78922,2018-04-24 16:00,1,0,0,1,1,3.1A,464.63
2728,FAC. INFORMATICA,78922,2018-04-24 17:00,4,0,0,4,4,3.1A,464.63
2729,FAC. INFORMATICA,78922,2018-04-24 18:00,4,0,0,4,4,3.1A,464.63
2730,FAC. INFORMATICA,78922,2018-04-24 19:00,4,0,0,4,4,3.1A,464.63
2731,FAC. INFORMATICA,78922,2018-04-24 20:00,4,0,0,4,4,3.1A,464.63
2732,FAC. INFORMATICA,78922,2018-04-24 21:00,4,0,0,4,4,3.1A,464.63
2733,FAC. INFORMATICA,78922,2018-04-24 22:00,4,0,0,4,4,3.1A,464.63
2734,FAC. INFORMATICA,78922,2018-04-24 23:00,4,0,0,4,4,3.1A,464.63
2735,FAC. INFORMATICA,78922,2018-04-25 00:00,4,0,0,4,4,3.1A,464.63
2736,FAC. INFORMATICA,78922,2018-04-25 01:00,8,0,0,8,8,3.1A,464.63
2737,FAC. INFORMATICA,78922,2018-04-25 02:00,8,0,0,8,8,3.1A,464.63
2738,FAC. INFORMATICA,78922,2018-04-25 03:00,8,0,0,8,8,3.1A,464.63
2739,FAC. INFORMATICA,78922,2018-04-25 04:00,8,0,0,8,8,3.1A,464.63
2740,FAC. INFORMATICA,78922,2018-04-25 05:00,8,0,0,8,8,3.1A,464.63
2741,FAC. INFORMATICA,78922,2018-04-25 06:00,8,0,0,8,8,3.1A,464.63
2742,FAC. INFORMATICA,78922,2018-04-25 07:00,8,0,0,8,8,3.1A,464.63
2743,FAC. INFORMATICA,78922,2018-04-25 08:00,8,0,0,8,8,3.1A,464.63
2744,FAC. INFORMATICA,78922,2018-04-25 09:00,4,0,0,4,4,3.1A,464.63
2745,FAC. INFORMATICA,78922,2018-04-25 10:00,4,0,0,4,4,3.1A,464.63
2746,FAC. INFORMATICA,78922,2018-04-25 11:00,1,0,0,1,1,3.1A,464.63
2747,FAC. INFORMATICA,78922,2018-04-25 12:00,1,0,0,1,1,3.1A,464.63
2748,FAC. INFORMATICA,78922,2018-04-25 13:00,1,0,0,1,1,3.1A,464.63
2749,FAC. INFORMATICA,78922,2018-04-25 14:00,1,0,0,1,1,3.1A,464.63
2750,FAC. INFORMATICA,78922,2018-04-25 15:00,1,0,0,1,1,3.1A,464.63
2751,FAC. INFORMATICA,78922,2018-04-25 16:00,1,0,0,1,1,3.1A,464.63
2752,FAC. INFORMATICA,78922,2018-04-25 17:00,4,0,0,4,4,3.1A,464.63
2753,FAC. INFORMATICA,78922,2018-04-25 18:00,4,0,0,4,4,3.1A,464.63
2754,FAC. INFORMATICA,78922,2018-04-25 19:00,4,0,0,4,4,3.1A,464.63
2755,FAC. INFORMATICA,78922,2018-04-25 20:00,4,0,0,4,4,3.1A,464.63
2756,FAC. INFORMATICA,78922,2018-04-25 21:00,4,0,0,4,4,3.1A,464.63
2757,FAC. INFORMATICA,78922,2018-04-25 22:00,4,0,0,4,4,3.1A,464.63
2758,FAC. INFORMATICA,78922,2018-04-25 23:00,4,0,0,4,4,3.1A,464.63
2759,FAC. INFORMATICA,78922,2018-04-26 00:00,4,0,0,4,4,3.1A,464.63
2760,FAC. INFORMATICA,78922,2018-04-26 01:00,7,0,0,7,7,3.1A,464.63
2761,FAC. INFORMATICA,78922,2018-04-26 02:00,8,0,0,8,8,3.1A,464.63
2762,FAC. INFORMATICA,78922,2018-04-26 03:00,8,0,0,8,8,3.1A,464.63
2763,FAC. INFORMATICA,78922,2018-04-26 04:00,8,0,0,8,8,3.1A,464.63
2764,FAC. INFORMATICA,78922,2018-04-26 05:00,8,0,0,8,8,3.1A,464.63
2765,FAC. INFORMATICA,78922,2018-04-26 06:00,8,0,0,8,8,3.1A,464.63
2766,FAC. INFORMATICA,78922,2018-04-26 07:00,7,0,0,7,7,3.1A,464.63
2767,FAC. INFORMATICA,78922,2018-04-26 08:00,7,0,0,7,7,3.1A,464.63
2768,FAC. INFORMATICA,78922,2018-04-26 09:00,4,0,0,4,4,3.1A,464.63
2769,FAC. INFORMATICA,78922,2018-04-26 10:00,4,0,0,4,4,3.1A,464.63
2770,FAC. INFORMATICA,78922,2018-04-26 11:00,1,0,0,1,1,3.1A,464.63
2771,FAC. INFORMATICA,78922,2018-04-26 12:00,1,0,0,1,1,3.1A,464.63
2772,FAC. INFORMATICA,78922,2018-04-26 13:00,1,0,0,1,1,3.1A,464.63
2773,FAC. INFORMATICA,78922,2018-04-26 14:00,1,0,0,1,1,3.1A,464.63
2774,FAC. INFORMATICA,78922,2018-04-26 15:00,1,0,0,1,1,3.1A,464.63
2775,FAC. INFORMATICA,78922,2018-04-26 16:00,1,0,0,1,1,3.1A,464.63
2776,FAC. INFORMATICA,78922,2018-04-26 17:00,4,0,0,4,4,3.1A,464.63
2777,FAC. INFORMATICA,78922,2018-04-26 18:00,4,0,0,4,4,3.1A,464.63
2778,FAC. INFORMATICA,78922,2018-04-26 19:00,4,0,0,4,4,3.1A,464.63
2779,FAC. INFORMATICA,78922,2018-04-26 20:00,4,0,0,4,4,3.1A,464.63
2780,FAC. INFORMATICA,78922,2018-04-26 21:00,4,0,0,4,4,3.1A,464.63
2781,FAC. INFORMATICA,78922,2018-04-26 22:00,4,0,0,4,4,3.1A,464.63
2782,FAC. INFORMATICA,78922,2018-04-26 23:00,4,0,0,4,4,3.1A,464.63
2783,FAC. INFORMATICA,78922,2018-04-27 00:00,4,0,0,4,4,3.1A,464.63
2784,FAC. INFORMATICA,78922,2018-04-27 01:00,8,0,0,8,8,3.1A,464.63
2785,FAC. INFORMATICA,78922,2018-04-27 02:00,8,0,0,8,8,3.1A,464.63
2786,FAC. INFORMATICA,78922,2018-04-27 03:00,8,0,0,8,8,3.1A,464.63
2787,FAC. INFORMATICA,78922,2018-04-27 04:00,8,0,0,8,8,3.1A,464.63
2788,FAC. INFORMATICA,78922,2018-04-27 05:00,8,0,0,8,8,3.1A,464.63
2789,FAC. INFORMATICA,78922,2018-04-27 06:00,8,0,0,8,8,3.1A,464.63
2790,FAC. INFORMATICA,78922,2018-04-27 07:00,8,0,0,8,8,3.1A,464.63
2791,FAC. INFORMATICA,78922,2018-04-27 08:00,8,0,0,8,8,3.1A,464.63
2792,FAC. INFORMATICA,78922,2018-04-27 09:00,4,0,0,4,4,3.1A,464.63
2793,FAC. INFORMATICA,78922,2018-04-27 10:00,4,0,0,4,4,3.1A,464.63
2794,FAC. INFORMATICA,78922,2018-04-27 11:00,1,0,0,1,1,3.1A,464.63
2795,FAC. INFORMATICA,78922,2018-04-27 12:00,1,0,0,1,1,3.1A,464.63
2796,FAC. INFORMATICA,78922,2018-04-27 13:00,1,0,0,1,1,3.1A,464.63
2797,FAC. INFORMATICA,78922,2018-04-27 14:00,1,0,0,1,1,3.1A,464.63
2798,FAC. INFORMATICA,78922,2018-04-27 15:00,1,0,0,1,1,3.1A,464.63
2799,FAC. INFORMATICA,78922,2018-04-27 16:00,1,0,0,1,1,3.1A,464.63
2800,FAC. INFORMATICA,78922,2018-04-27 17:00,4,0,0,4,4,3.1A,464.63
2801,FAC. INFORMATICA,78922,2018-04-27 18:00,4,0,0,4,4,3.1A,464.63
2802,FAC. INFORMATICA,78922,2018-04-27 19:00,4,0,0,4,4,3.1A,464.63
2803,FAC. INFORMATICA,78922,2018-04-27 20:00,4,0,0,4,4,3.1A,464.63
2804,FAC. INFORMATICA,78922,2018-04-27 21:00,4,0,0,4,4,3.1A,464.63
2805,FAC. INFORMATICA,78922,2018-04-27 22:00,4,0,0,4,4,3.1A,464.63
2806,FAC. INFORMATICA,78922,2018-04-27 23:00,4,0,0,4,4,3.1A,464.63
2807,FAC. INFORMATICA,78922,2018-04-28 00:00,4,0,0,4,4,3.1A,464.63
2808,FAC. INFORMATICA,78922,2018-04-28 01:00,8,0,0,8,8,3.1A,464.63
2809,FAC. INFORMATICA,78922,2018-04-28 02:00,8,0,0,8,8,3.1A,464.63
2810,FAC. INFORMATICA,78922,2018-04-28 03:00,8,0,0,8,8,3.1A,464.63
2811,FAC. INFORMATICA,78922,2018-04-28 04:00,8,0,0,8,8,3.1A,464.63
2812,FAC. INFORMATICA,78922,2018-04-28 05:00,8,0,0,8,8,3.1A,464.63
2813,FAC. INFORMATICA,78922,2018-04-28 06:00,8,0,0,8,8,3.1A,464.63
2814,FAC. INFORMATICA,78922,2018-04-28 07:00,8,0,0,8,8,3.1A,464.63
2815,FAC. INFORMATICA,78922,2018-04-28 08:00,8,0,0,8,8,3.1A,464.63
2816,FAC. INFORMATICA,78922,2018-04-28 09:00,8,0,0,8,8,3.1A,464.63
2817,FAC. INFORMATICA,78922,2018-04-28 10:00,8,0,0,8,8,3.1A,464.63
2818,FAC. INFORMATICA,78922,2018-04-28 11:00,7,0,0,7,7,3.1A,464.63
2819,FAC. INFORMATICA,78922,2018-04-28 12:00,7,0,0,7,7,3.1A,464.63
2820,FAC. INFORMATICA,78922,2018-04-28 13:00,8,0,0,8,8,3.1A,464.63
2821,FAC. INFORMATICA,78922,2018-04-28 14:00,8,0,0,8,8,3.1A,464.63
2822,FAC. INFORMATICA,78922,2018-04-28 15:00,8,0,0,8,8,3.1A,464.63
2823,FAC. INFORMATICA,78922,2018-04-28 16:00,8,0,0,8,8,3.1A,464.63
2824,FAC. INFORMATICA,78922,2018-04-28 17:00,8,0,0,8,8,3.1A,464.63
2825,FAC. INFORMATICA,78922,2018-04-28 18:00,8,0,0,8,8,3.1A,464.63
2826,FAC. INFORMATICA,78922,2018-04-28 19:00,4,0,0,4,4,3.1A,464.63
2827,FAC. INFORMATICA,78922,2018-04-28 20:00,4,0,0,4,4,3.1A,464.63
2828,FAC. INFORMATICA,78922,2018-04-28 21:00,4,0,0,4,4,3.1A,464.63
2829,FAC. INFORMATICA,78922,2018-04-28 22:00,4,0,0,4,4,3.1A,464.63
2830,FAC. INFORMATICA,78922,2018-04-28 23:00,4,0,0,4,4,3.1A,464.63
2831,FAC. INFORMATICA,78922,2018-04-29 00:00,4,0,0,4,4,3.1A,464.63
2832,FAC. INFORMATICA,78922,2018-04-29 01:00,8,0,0,8,8,3.1A,464.63
2833,FAC. INFORMATICA,78922,2018-04-29 02:00,8,0,0,8,8,3.1A,464.63
2834,FAC. INFORMATICA,78922,2018-04-29 03:00,8,0,0,8,8,3.1A,464.63
2835,FAC. INFORMATICA,78922,2018-04-29 04:00,8,0,0,8,8,3.1A,464.63
2836,FAC. INFORMATICA,78922,2018-04-29 05:00,8,0,0,8,8,3.1A,464.63
2837,FAC. INFORMATICA,78922,2018-04-29 06:00,8,0,0,8,8,3.1A,464.63
2838,FAC. INFORMATICA,78922,2018-04-29 07:00,8,0,0,8,8,3.1A,464.63
2839,FAC. INFORMATICA,78922,2018-04-29 08:00,8,0,0,8,8,3.1A,464.63
2840,FAC. INFORMATICA,78922,2018-04-29 09:00,8,0,0,8,8,3.1A,464.63
2841,FAC. INFORMATICA,78922,2018-04-29 10:00,8,0,0,8,8,3.1A,464.63
2842,FAC. INFORMATICA,78922,2018-04-29 11:00,8,0,0,8,8,3.1A,464.63
2843,FAC. INFORMATICA,78922,2018-04-29 12:00,8,0,0,8,8,3.1A,464.63
2844,FAC. INFORMATICA,78922,2018-04-29 13:00,8,0,0,8,8,3.1A,464.63
2845,FAC. INFORMATICA,78922,2018-04-29 14:00,8,0,0,8,8,3.1A,464.63
2846,FAC. INFORMATICA,78922,2018-04-29 15:00,8,0,0,8,8,3.1A,464.63
2847,FAC. INFORMATICA,78922,2018-04-29 16:00,8,0,0,8,8,3.1A,464.63
2848,FAC. INFORMATICA,78922,2018-04-29 17:00,7,0,0,7,7,3.1A,464.63
2849,FAC. INFORMATICA,78922,2018-04-29 18:00,7,0,0,7,7,3.1A,464.63
2850,FAC. INFORMATICA,78922,2018-04-29 19:00,4,0,0,4,4,3.1A,464.63
2851,FAC. INFORMATICA,78922,2018-04-29 20:00,4,0,0,4,4,3.1A,464.63
2852,FAC. INFORMATICA,78922,2018-04-29 21:00,4,0,0,4,4,3.1A,464.63
2853,FAC. INFORMATICA,78922,2018-04-29 22:00,4,0,0,4,4,3.1A,464.63
2854,FAC. INFORMATICA,78922,2018-04-29 23:00,4,0,0,4,4,3.1A,464.63
2855,FAC. INFORMATICA,78922,2018-04-30 00:00,4,0,0,4,4,3.1A,464.63
2856,FAC. INFORMATICA,78922,2018-04-30 01:00,7,0,0,7,7,3.1A,464.63
2857,FAC. INFORMATICA,78922,2018-04-30 02:00,8,0,0,8,8,3.1A,464.63
2858,FAC. INFORMATICA,78922,2018-04-30 03:00,7,0,0,7,7,3.1A,464.63
2859,FAC. INFORMATICA,78922,2018-04-30 04:00,8,0,0,8,8,3.1A,464.63
2860,FAC. INFORMATICA,78922,2018-04-30 05:00,8,0,0,8,8,3.1A,464.63
2861,FAC. INFORMATICA,78922,2018-04-30 06:00,8,0,0,8,8,3.1A,464.63
2862,FAC. INFORMATICA,78922,2018-04-30 07:00,7,0,0,7,7,3.1A,464.63
2863,FAC. INFORMATICA,78922,2018-04-30 08:00,7,0,0,7,7,3.1A,464.63
2864,FAC. INFORMATICA,78922,2018-04-30 09:00,4,0,0,4,4,3.1A,464.63
2865,FAC. INFORMATICA,78922,2018-04-30 10:00,4,0,0,4,4,3.1A,464.63
2866,FAC. INFORMATICA,78922,2018-04-30 11:00,1,0,0,1,1,3.1A,464.63
2867,FAC. INFORMATICA,78922,2018-04-30 12:00,1,0,0,1,1,3.1A,464.63
2868,FAC. INFORMATICA,78922,2018-04-30 13:00,1,0,0,1,1,3.1A,464.63
2869,FAC. INFORMATICA,78922,2018-04-30 14:00,1,0,0,1,1,3.1A,464.63
